song_name,artist_names,genres,parent_genres,album,release_date,spotify_track_id,yearly_streams,artist_ids
Perfect Night,LE SSERAFIM,k-pop,Pop,Perfect Night,2023-10-27,74X2u8JMVooG2QbjRxXwR8,88533601,4SpbR6yFEvexJuaBpgAU5p
One Love,Shubh,"punjabi hip hop, punjabi pop, desi hip hop, desi, hindi hip hop, bhangra","Traditional music, Hip Hop, Pop",One Love,2023-08-18,5ZLkihi6DVsHwDL3B8ym1t,3234317,5r3wPya2PpeTTsXsGhQU8O
Tu Ha Kahan,"DHH Music, AUR",,,Tu Ha Kahan,2023-10-30,30gZdbnMXujDVRfl6jYrhC,1636767,"0hzQQfSPwlpMbuX8NtDXJb, 6nzBJKAH98XFo8QPmu3TKN"
Ghostbusters,Ray Parker Jr.,,,Greatest Hits,1990-01-01,6thXB4RmajS4oZPNiBAKy0,3992007,0NyzfcGDZZ6GM25EBG9BYK
Somebody's Watching Me - Single Version,Rockwell,,,Somebody’s Watching Me (Sped Up),2023-09-22,2QN9zL3SzXdGqqmXO68gFp,2662982,3xs0LEzcPXtgNfMNcHzLIP
"Spooky, Scary Skeletons - Undead Tombstone Remix",Andrew Gold,,,Halloween Howls: Fun & Scary Music (Deluxe Edition),2019-10-18,1sUdq3kWa9dJXHu3eYOUll,1856110,5fmvGUlMVgmnCn45f1he7d
Five Nights at Freddy's,The Living Tombstone,,,Five Nights at Freddy's,2014-09-19,2ItNKt19iqefEe590Z9GeE,1642527,0I6yADrmeyvw66g7yjkqIF
Sweet but Psycho,Ava Max,,,Heaven & Hell,2020-09-18,7DnAm9FOTWE3cUvso43HhI,1426055,4npEfmQ6YuiwW1GpUmaq3F
Bring Me To Life,Evanescence,alternative metal,Metal,Fallen,2003-03-04,0COqiPhxzoWICwFCS4eZcp,1375063,5nGIFgo0shDenQYSE0Sn7c
Zombie,The Cranberries,,,No Need To Argue (The Complete Sessions 1994-1995),1994-10-03,7EZC6E7UjZe63f1jRmkWxt,1332000,7t0rwkOPGlDPEhaOcVtOt9
Thriller - 2003 Edit,Michael Jackson,,,Number Ones,1979-00-00,0wQy2OO7jKjm0OOmA7gv3f,1240089,3fMbdgg4jU18AjLCKBhRSm
Sweet Dreams (Are Made of This) - 2005 Remaster,"Eurythmics, Annie Lennox, Dave Stewart","new wave, synthpop, ","Rock, Pop",Sweet Dreams (Are Made Of This),1983-01-04,1TfqLAPs4K3s2rJMoCokcS,2545491,"0NKDgy9j66h3DLnN8qu1bB, 5MspMQqdVbdwP6ax3GXqum, 7gcCQIlkkfbul5Mt0jBQkg"
Toxic,Britney Spears,pop,Pop,In The Zone,2003-11-13,6I9VzXrHxO9rA9A5euc8Ak,2575745,26dSoYclwsYLMAKD3tpOr4
All I Want for Christmas Is You,Mariah Carey,christmas,Jazz,Merry Christmas,1994-10-28,0bYg9bo50gSsH3LtXe2SQn,314951635,4iHNK0tOyZPYnBU7nGAgpQ
Last Christmas - Single Version,Wham!,christmas,Jazz,The Singles: Echoes from the Edge of Heaven,2023-07-07,06qMRF18gwbOYYbnP2du6i,287936913,5lpH0xAS4fVfLkACg9DAuM
Now And Then,The Beatles,"classic rock, psychedelic rock",Rock,The Beatles 1967 – 1970 (2023 Edition),2023-11-10,7eT64Q8X2RsgMm4lqtWK4n,18123873,3WrFJ7ztbogyGnTHbHJFl2
Daqui pra Sempre,"Manu, Simone Mendes","tecnobrega, sertanejo, forró, piseiro, brega, arrocha, seresta, sertanejo universitário, agronejo","Country, Latin",Daqui pra Sempre,2023-09-22,35D06z7kmwMmYYbyJ0BkSm,18038413,"0CdnnCbbKD4oIzBmxi2o7r, 2eK9gcJQ6uqVvJL63dnOM3"
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto","k-pop, ",Pop,GOLDEN,2023-11-03,2HRgqmZQC0MC7GeNuDIXHN,224744559,"6HaGTQPmzraVmaVxvz6EUc, 3MdXrJWsbVzdn6fe5JYkSQ"
Standing Next to You,Jung Kook,k-pop,Pop,GOLDEN,2023-11-03,2KslE17cAJNHTsI2MI0jb2,213652694,6HaGTQPmzraVmaVxvz6EUc
Hate You,Jung Kook,k-pop,Pop,GOLDEN,2023-11-03,5ONOlTiqymhzwcFjqcIT6E,20255908,6HaGTQPmzraVmaVxvz6EUc
Yes or No,Jung Kook,k-pop,Pop,GOLDEN,2023-11-03,2gkVEnpahpE3bQuvGuCpAV,39248518,6HaGTQPmzraVmaVxvz6EUc
Please Don't Change (feat. DJ Snake),"Jung Kook, DJ Snake","k-pop, ",Pop,GOLDEN,2023-11-03,0k0GtcnyQLMiXrdEDbLXmJ,18369721,"6HaGTQPmzraVmaVxvz6EUc, 540vIaP2JwjQb9dm3aArA4"
Closer to You (feat. Major Lazer),"Jung Kook, Major Lazer","k-pop, moombahton","Pop, Electronic",GOLDEN,2023-11-03,06Qo2fYR2KS1F7bL338iVT,14042856,"6HaGTQPmzraVmaVxvz6EUc, 738wLrAtLtCtFOLvQBXOXp"
Somebody,Jung Kook,k-pop,Pop,GOLDEN,2023-11-03,5KfJvZ0PZzRdwFRaTUDAA7,13895277,6HaGTQPmzraVmaVxvz6EUc
Shot Glass of Tears,Jung Kook,k-pop,Pop,GOLDEN,2023-11-03,7AbqgE05nFl9qY4FRUiq2p,12445444,6HaGTQPmzraVmaVxvz6EUc
Too Sad to Dance,Jung Kook,k-pop,Pop,GOLDEN,2023-11-03,3bNNvJA7hsGw0wSpGkfOBm,12083479,6HaGTQPmzraVmaVxvz6EUc
Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,,,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),2023-11-17,17cia5k4BpGVlyEfqrFH50,99192587,1McMsnEElThX1knmY4oliG
La_Original.mp3,"Emilia, TINI","argentine trap, latin pop","Hip Hop, Pop",.mp3,2023-11-03,6Es8Sk3xe1HiJ2MXCfHHwR,24480561,"0AqlFI0tz2DsEoJlKSIiT9, 7vXDAI8JwjW531ouMGbfcp"
White Christmas - 1947 Version,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra","christmas, ",Jazz,White Christmas,1945-01-01,3XsaSIPWvM61RIFfeb0BBR,74826085,"6ZjFtWeHP9XN7FeKSUe80S, 69UfPJgUmFFAVT740qGVZi, 735L650pvygCZZlPMyHqsN"
Attention,Charlie Puth,"soft pop, pop",Pop,Voicenotes,2018-05-11,5cF0dROlMOK5uNZtivgu50,29722028,6VuMaDnrHyPL1p4EHjYLi7
DILUVIO,Rauw Alejandro,"reggaeton, urbano latino, trap latino, latin",Latin,PLAYA SATURNO,2023-07-07,2kz1YOhJiNubjigR1gB1VX,84912966,1mcTU81TzQhprhouKaTkpq
Houdini,Dua Lipa,pop,Pop,Radical Optimism,2024-05-03,6D8y7Bck8h11byRY88Pt2z,131399898,6M2wZ9GZgrQXHCFfjv46we
Lovin On Me,Jack Harlow,,,Lovin On Me,2023-11-10,4xhsWYTOGcal8zt0J161CU,206770313,2LIk90788K0zvyj2JJVwkJ
LALALALA,Stray Kids,k-pop,Pop,ROCK-STAR,2023-11-10,79f5CcWzdkkDVD4XAIQgKr,22012073,2dIgFjalVxs4ThymZ67YCE
Northern Attitude (with Hozier),"Noah Kahan, Hozier",,,Northern Attitude (with Hozier),2023-11-10,4oEf84vBYVftf6KmZexhVo,8304975,"2RQXRUsr4IW1f3mKyKsy4B, 2FXC3k01G6Gw61bmprjgqS"
MEGAVERSE,Stray Kids,k-pop,Pop,ROCK-STAR,2023-11-10,3USu1p2lKTzoKFIRDeeJf8,4325327,2dIgFjalVxs4ThymZ67YCE
Drama,aespa,k-pop,Pop,Drama - The 4th Mini Album,2023-11-10,5XWlyfo0kZ8LF7VSyfS4Ew,23232528,6YVMFz59CuY7ngCxTxjpxE
BLIND SPOT,Stray Kids,k-pop,Pop,ROCK-STAR,2023-11-10,6uVpG6300TODQGjOAtXJjh,1455683,2dIgFjalVxs4ThymZ67YCE
COMFLEX,Stray Kids,k-pop,Pop,ROCK-STAR,2023-11-10,2Rz7TEBsIXbI1tKsfQOCjI,1392450,2dIgFjalVxs4ThymZ67YCE
Cover Me,Stray Kids,k-pop,Pop,ROCK-STAR,2023-11-10,5dUjBnP5zrWpWA5RGrr73g,1311824,2dIgFjalVxs4ThymZ67YCE
Leave,Stray Kids,k-pop,Pop,ROCK-STAR,2023-11-10,2zPqhdPGNCwzXnvSvj7WgD,1205148,2dIgFjalVxs4ThymZ67YCE
Lose Control,Teddy Swims,,,I've Tried Everything But Therapy (Part 1),2023-09-15,17phhZDn6oGtzMe56NuWvj,66329945,33qOK5uJ8AR2xuQQAhHump
Jingle Bell Rock,Bobby Helms,christmas,Jazz,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),1957-12-02,7vQbuQcyTflfCIOu3Uzzya,193097314,38EmEgXkgK51MT2tPY0EoC
Dois Fugitivos - Ao Vivo,Simone Mendes,"sertanejo, sertanejo universitário, forró, piseiro, agronejo, arrocha","Country, Latin",Cintilante (Ao Vivo / Vol.2),2023-10-20,4YKujFSyakVjLdH1sDllVc,3630154,2eK9gcJQ6uqVvJL63dnOM3
Santa Tell Me,Ariana Grande,pop,Pop,Santa Tell Me,2014-11-24,0lizgQ7Qw35od7CYaoMBZb,169588019,66CXWjxzNUsdJxJ2JdwvnR
Rockin' Around The Christmas Tree,Brenda Lee,christmas,Jazz,Merry Christmas From Brenda Lee,1964-10-19,2EjXfH91m7f8HiJN1yQg97,234475618,4cPHsZM98sKzmV26wlwD2W
It's Beginning to Look a Lot like Christmas,Michael Bublé,christmas,Jazz,Christmas (Deluxe Special Edition),2011-10-24,1rv46mRwDqMEhOBZ7vODg3,161502086,1GxkXlMwML1oSg5eLPiAz3
Snowman,Sia,,,Everyday Is Christmas (Deluxe Edition),2018-11-01,7uoFMmxln0GPXQ0AcCBXRq,151733459,5WUlDfRSoLAfcVSX1WnrxN
LA PEOPLE,"Peso Pluma, Tito Double P","corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, electro corridos, banda",Latin,GÉNESIS,2023-06-29,1RzjXhgnzqb3dMa5852itx,64402793,"12GqGscKJx3aE4t07u7eVZ, 5eumcnUkdmGvkvcsx1WFNG"
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",,,The Forever Story (Extended Version),2022-10-31,1udwFobQ1JoOdWPQrp2b6u,92575319,"6U3ybJ9UHNKEdsH7ktGBZ7, 1URnnhqYAYcrqrcwql10ft, 3IJ21966TwNZI24MwZHMu4"
You Broke My Heart,Drake,"rap, hip hop",Hip Hop,For All The Dogs Scary Hours Edition,2023-11-17,5Se32hEA9raeboZerywxka,13344791,3TVXtAsR1Inumwj472S9r4
exes,Tate McRae,,,THINK LATER,2023-12-08,4E63weMCaNZuGPEFMnuEi8,83882930,45dkTj5sMRSjrmBSBeiHym
Evil Ways (feat. J. Cole),"Drake, J. Cole","rap, hip hop",Hip Hop,For All The Dogs Scary Hours Edition,2023-11-17,2ut4BOQSqxLpcX5MtPjzYa,3859127,"3TVXtAsR1Inumwj472S9r4, 6l3HvQ5sa6mXTsMTB19rO5"
Red Button,Drake,"rap, hip hop",Hip Hop,For All The Dogs Scary Hours Edition,2023-11-17,5Mc8XDfGQCMkOEZm9rS1cE,2262747,3TVXtAsR1Inumwj472S9r4
G63,"Sfera Ebbasta, Lazza, Shiva","italian trap, trap",Hip Hop,X2VR,2023-11-17,0lqGKcPzUX4RO4PYysoLes,2052398,"23TFHmajVfBtlRx5MXqgoz, 0jdNdfi4vAuVi7a6cPDFBM, 2K5nCggbhSZ00YCYP5qkZS"
Stories About My Brother,Drake,"rap, hip hop",Hip Hop,For All The Dogs Scary Hours Edition,2023-11-17,0ZB5pdrM1leH58IgokDPZM,1943762,3TVXtAsR1Inumwj472S9r4
VDLC,Sfera Ebbasta,"italian trap, trap",Hip Hop,X2VR,2023-11-17,242NmD3BqOefyiOZQy2MT2,1924835,23TFHmajVfBtlRx5MXqgoz
Sweet Venom,ENHYPEN,k-pop,Pop,ORANGE BLOOD,2023-11-17,2YmfV4lAjrAQvuggKCUX6m,7058239,5t5FqBwTcgKTaWmfEbwQY9
The Shoe Fits,Drake,"rap, hip hop",Hip Hop,For All The Dogs Scary Hours Edition,2023-11-17,2Mph2Rvl5kVg0MYtfV60wZ,1864698,3TVXtAsR1Inumwj472S9r4
Ciao Bella,"Sfera Ebbasta, ANNA","italian trap, trap",Hip Hop,X2VR,2023-11-17,5JuidT91MdTPOEDHL4u3fp,1768081,"23TFHmajVfBtlRx5MXqgoz, 7K80yOTC0Id95gRaOxDG5u"
Fragile,Sfera Ebbasta,"italian trap, trap",Hip Hop,X2VR,2023-11-17,3WsO4fOOc2Yr6oTP7CYa4j,1669574,23TFHmajVfBtlRx5MXqgoz
Calcolatrici,"Sfera Ebbasta, Geolier, Simba La Rue, Baby Gang","italian trap, trap, canzone napoletana, neomelodico, drill","Traditional music, Hip Hop, Folk/Acoustic",X2VR,2023-11-17,6bN41HjY008ggroMFxNLaa,1646026,"23TFHmajVfBtlRx5MXqgoz, 27LlKWxS3KXW7RRAxN5S8s, 2PEMswqQspTSsAltdeF5kO, 3LvwPiJQJ0da0GurKMToV0"
15 Piani,"Sfera Ebbasta, Marracash","italian trap, trap",Hip Hop,X2VR,2023-11-17,05wb6MEyJeG2z1MVCIXxC8,2742674,"23TFHmajVfBtlRx5MXqgoz, 5AZuEF0feCXMkUCwQiQlW7"
Anche Stasera,"Sfera Ebbasta, Elodie","italian trap, trap, ",Hip Hop,X2VR,2023-11-17,5WssaPhjCCUFBMk9PpnHYj,1589821,"23TFHmajVfBtlRx5MXqgoz, 7GgpsUpkj3olseoaTY7TEY"
Wick Man,Drake,"rap, hip hop",Hip Hop,For All The Dogs Scary Hours Edition,2023-11-17,4ASBfwBwwo7DTT2zq9YSLP,1582114,3TVXtAsR1Inumwj472S9r4
Momenti No,"Sfera Ebbasta, Tedua","italian trap, trap",Hip Hop,X2VR,2023-11-17,4IxM8LopMS2014C2LTJEYu,1498039,"23TFHmajVfBtlRx5MXqgoz, 1AgAVqo74e2q4FVvg0xpT7"
3uphon,"Sfera Ebbasta, thasup, Tony Effe","italian trap, trap",Hip Hop,X2VR,2023-11-17,2mmbawJFVgPuQhdQpsHsRl,1466149,"23TFHmajVfBtlRx5MXqgoz, 19i93sA0D7yS9dYoVNBqAA, 6CKch2otN4SPznHf9ms5JF"
Complicato,"Sfera Ebbasta, Paky","italian trap, trap",Hip Hop,X2VR,2023-11-17,6d7BZ0WMfu6OlgA3hIh58P,1351574,"23TFHmajVfBtlRx5MXqgoz, 1KQJOTeIMbixtnSWY4sYs2"
Milano Bene,Sfera Ebbasta,"italian trap, trap",Hip Hop,X2VR,2023-11-17,2O8WUIrr2N2DYC6OqwWCdq,1348814,23TFHmajVfBtlRx5MXqgoz
Gol,"Sfera Ebbasta, Guè","italian trap, trap",Hip Hop,X2VR,2023-11-17,1F4ARcz5U9kgtcjpcYNzTH,1285302,"23TFHmajVfBtlRx5MXqgoz, 7F2utINZ6tSokSiZTQBE27"
It's the Most Wonderful Time of the Year,Andy Williams,"christmas, adult standards","Easy listening, Jazz",The Andy Williams Christmas Album,1963-00-00,1IcR6RlgvDczfvoWJSSY2A,153874923,4sj6D0zlMOl25nprDJBiU9
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,"christmas, adult standards, big band, swing music","Easy listening, Jazz",A Winter Romance,1959-01-01,2uFaJJtFpPDc5Pa95XzTvg,150872190,49e4v89VmlDcFCMyDv9wQ9
Underneath the Tree,Kelly Clarkson,christmas,Jazz,Wrapped In Red,2013-10-25,3nAp4IvdMPPWEH9uuXFFV5,130541995,3BmGtnKgCSGYIUhmivXKWX
La Víctima,Xavi,"corridos tumbados, corrido, corridos bélicos, sad sierreño, música mexicana, banda",Latin,La Víctima,2023-08-17,5XVdHRf4CAJ2Jm0uMIy5qY,82936589,3Me35AWHCGqW4sZ7bWWJt1
Manda um Oi - Ao Vivo,"Guilherme & Benuto, Simone Mendes","sertanejo, sertanejo universitário, agronejo, arrocha, piseiro, forró","Country, Latin",Manda um Oi (Ao Vivo),2023-05-11,7DkhndGTKaqkFxxKN7XlAh,2563245,"6m6e7D2TnV0aYMllFFwMxu, 2eK9gcJQ6uqVvJL63dnOM3"
Holly Jolly Christmas,Michael Bublé,christmas,Jazz,Christmas (Deluxe Special Edition),2011-10-24,67mgz7S5y7hnCE63YBjfO6,116437014,1GxkXlMwML1oSg5eLPiAz3
Feliz Navidad,José Feliciano,"christmas, bolero","Latin, Jazz",My Name Is José Feliciano,2001-00-00,3qCeq0rWK67SoBDgFd2sId,118443876,7K78lVZ8XzkjfRSI7570FF
Mistletoe,Justin Bieber,,,Under The Mistletoe (Deluxe Edition),2011-01-01,7xapw9Oy21WpfEcib2ErSA,100650430,1uNFoZAHBGtllmzznpCI3s
Father Stretch My Hands Pt. 1,Kanye West,rap,Hip Hop,The Life Of Pablo,2016-06-10,4KW1lqgSr8TKrvBII0Brf8,38584159,5K4W6rqBFWDnAN6FQUkS6x
Water - Remix,"Tyla, Travis Scott","afrobeats, rap","R&B, Hip Hop",Water (Remix),2023-11-17,4CljUDO1I5hpKjwSNK6RWY,1127732,"3SozjO3Lat463tQICI9LcE, 0Y5tJX1MQlPlqiwlOH1tJY"
VULTURES,"¥$, Kanye West, Ty Dolla $ign, Bump J","rap, ",Hip Hop,VULTURES,2023-11-22,21vc2kQZMS00cAyNT82a1M,4870629,"4xPQFgDA5M2xa0ZGo5iIsv, 5K4W6rqBFWDnAN6FQUkS6x, 7c0XG5cIJTrrAgEC3ULPiq, 3L6bhGrHegoci41Jx2nP0V"
Ain't No Mountain High Enough,"Marvin Gaye, Tammi Terrell","motown, soul, northern soul, quiet storm",R&B,United,1967-08-29,7tqhbajSfrz2F7E1Z75ASX,1136276,"3koiLjNrgRTNbOwViDipeA, 75jNCko3SnEMI5gwGqrbb8"
Sleigh Ride,The Ronettes,christmas,Jazz,Sleigh Ride,2020-12-04,7fUYUcWy853HS8YJn0b3Sr,108127571,7CyeXFnOrfC1N6z4naIpgo
7 Years,Lukas Graham,,,Lukas Graham (Blue Album),2015-06-16,7129iqBafaphfc3WPCGC0L,1109901,25u4wHJWxCA9vO0CzxAbK7
Labios Mordidos (with KAROL G),"Kali Uchis, KAROL G","reggaeton, latin, urbano latino",Latin,Labios Mordidos (with KAROL G),2023-11-24,1HLaJowFbNM3MPyqnk5vjW,7909359,"1U1el3k54VvEUzo3ybLPlM, 790FomKkXshlbRYZFtlgla"
A Holly Jolly Christmas,Burl Ives,christmas,Jazz,A Holly Jolly Christmas,2024-12-17,2BlRuvtjcthW3CP5zX75YK,80632603,0MHgLfmQdutffmvWe5XBTN
Por Dentro,"Rels B, Kenia OS","urbano latino, trap latino, reggaeton mexa",Latin,Por Dentro,2023-11-23,671fHUAB2n0MocazS1bMB8,1206095,"2IMZYfNi21MGqxopj9fWx8, 31VFEohvhOUKrtAONEBhMG"
The Christmas Song (Merry Christmas To You),Nat King Cole,"christmas, adult standards, vocal jazz","Easy listening, Jazz",The Nat King Cole Story,1961-09-25,5humEOJehpAwMJEJmb0JJ2,78734932,7v4imS0moSyGdXyLgVTIV7
LA FALDA,Myke Towers,"reggaeton, trap latino, urbano latino",Latin,LVEU: VIVE LA TUYA...NO LA MIA,2023-09-18,7iUtQNMRB8ZkKC4AmEuCJC,7315705,7iK8PXO48WeuP03g8YR51W
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),"Frank Sinatra, B. Swanson Quartet","christmas, big band, adult standards, swing music, vocal jazz, jazz, ","Easy listening, Jazz",The Classic Christmas Album,1945-00-00,0SUKNXEqZnRw7g0NO139FM,80066911,"1Mxqyy3pSjf8kZZL4QVxS0, 0JXiS2FrAg3wQYJHcmZdrc"
sonnenbank.mp3,YAKARY,german hip hop,Hip Hop,sonnenbank.mp3,2023-11-24,30vg2QguPyaa7PcAJTn9YE,1131440,6cpOyiEibAAlRlUF4Kk3vI
Merry Christmas Everyone,Shakin' Stevens,"christmas, rockabilly","Jazz, Rock",Merry Christmas Everyone,1991-11-25,2TE4xW3ImvpltVU0cPcKUn,77625934,0wi4yTYlGtEnbGo4ltZTib
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra","christmas, adult standards, ","Easy listening, Jazz",Greatest Christmas Songs,1999-08-20,6IeK3Ap5m3HabwJxgI6eSE,67574896,"5v8jlSmAQfrkTjAlpUfWtu, 1Ml4OuStDoympbREURAM15, 0HS96tPggl2nwiz3gNWWI5"
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono",christmas,Jazz,Signature Box,2010-10-05,27RYrbL6S02LNVhDWVl38b,83832308,"4x1nvY2FN8jxqAFA0DA02H, 2s4tjL6W3qrblOe0raIzwJ"
Jingle Bells - Remastered 1999,Frank Sinatra,"christmas, big band, adult standards, swing music, vocal jazz, jazz","Easy listening, Jazz",A Jolly Christmas From Frank Sinatra,1957-09,4HEOgBHRCExyYVeTyrXsnL,57392252,1Mxqyy3pSjf8kZZL4QVxS0
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,,,McCartney II (Special Edition),1980-05-16,1SV1fxF65n9NhRHp3KlBuu,70410606,4STHEaNw4mPZ2tzheohgXB
Christmas (Baby Please Come Home),Darlene Love,christmas,Jazz,"Christmas (Baby, Please Come Home)",2020-12-04,47ohYW8e7dxCYn9qbUMBCI,60111631,391oLRVmoTkumiN79HkTWu
Blue Christmas,Elvis Presley,"rockabilly, rock and roll",Rock,Elvis' Christmas Album,1957-10-15,3QiAAp20rPC3dcAtKtMaqQ,57197803,43ZHCT0cAZBISjO8DG9PnE
Driving Home for Christmas - 2019 Remaster,Chris Rea,christmas,Jazz,"Dancing with Strangers (Deluxe Edition, 2019 Remaster)",1987-08-02,27qAMKrDdKEs8HDXcvR24R,68340386,5KEG7G8LDYlHgFDqZyEEs2
Deck The Hall,Nat King Cole,"christmas, adult standards, vocal jazz","Easy listening, Jazz",The Christmas Song (Expanded Edition),1962-00-00,0rHToGels2lt8Y0mCYoF90,37909951,7v4imS0moSyGdXyLgVTIV7
Do They Know It's Christmas? - 1984 Version,Band Aid,christmas,Jazz,Do They Know It’s Christmas?,1984-11-25,4Yg2w0P29BBBMixyeNjDtj,61811578,35S20clEkkSNUo23ViaslZ
Feather,Sabrina Carpenter,,,emails i can’t send fwd:,2023-03-17,2Zo1PcszsT9WQ0ANntJbID,43799871,74KM79TiuVKeVCqs8QtB0B
Runaway,"Kanye West, Pusha T","rap, ",Hip Hop,My Beautiful Dark Twisted Fantasy,2010-11-22,3DK6m7It6Pw857FcQftMds,21545832,"5K4W6rqBFWDnAN6FQUkS6x, 0ONHkAv9pCAFxb0zJwDNTy"
Break from Toronto,PARTYNEXTDOOR,r&b,R&B,PARTYNEXTDOOR,2013-07-01,5fEB6ZmVkg63GZg9qO86jh,1114786,2HPaUgqeutzr3jx5a9WyDV
You’re Losing Me (From The Vault),Taylor Swift,,,You're Losing Me (From The Vault),2023-11-29,3CWq0pAKKTWb0K4yiglDc4,79262195,06HL4z0CvFAxyc27GXpf02
MY HOUSE,Beyoncé,,,MY HOUSE,2023-12-01,7omJfT9s6V2IpQNBYyq5C8,10978414,6vWDO969PvNqNYHIOW5v0m
Fairytale of New York (feat. Kirsty MacColl),"The Pogues, Kirsty MacColl","celtic rock, christmas, folk punk, celtic, ","Traditional music, Rock, Jazz, Folk/Acoustic",If I Should Fall from Grace with God (Expanded Edition),1988-09-05,3VTNVsTTu05dmTsVFrmGpK,40543811,"2wzMOQwNT6ZvVB4amvhFAH, 6UlNIFEuWlBqb4TvlVCekq"
Merry Christmas,"Ed Sheeran, Elton John","soft pop, ",Pop,+-=÷× (Tour Collection),2024-09-27,0hz5PNF2wejwUKCMpesQWt,60385515,"6eUKZXaKkcviH0Ku9w2n3V, 3PhoLpVuITZKcymswpck5b"
Christmas (Baby Please Come Home),Mariah Carey,christmas,Jazz,Merry Christmas,1994-10-28,3PIDciSFdrQxSQSihim3hN,41451150,4iHNK0tOyZPYnBU7nGAgpQ
Arjan Vailly,"Manan Bhardwaj, Bhupinder Babbal","hindi pop, desi pop, punjabi pop",Pop,ANIMAL,2023-11-24,4ApCig0GTR4IEp7Ijsyo3r,37532766,"3pQ4aA7dkolyjUAMrVScgh, 5bppkTlu7F930pWlNn1b1g"
"Santa, Can’t You Hear Me","Kelly Clarkson, Ariana Grande","christmas, pop","Jazz, Pop",When Christmas Comes Around...,2021-10-15,2O3MQ6H3gjrIWDcpeTrikT,46480011,"3BmGtnKgCSGYIUhmivXKWX, 66CXWjxzNUsdJxJ2JdwvnR"
My Only Wish (This Year),Britney Spears,pop,Pop,My Only Wish (This Year),2000-11-14,0YWUHZPJVg4iujddsJDwhM,39791392,26dSoYclwsYLMAKD3tpOr4
Run Rudolph Run,Chuck Berry,"rockabilly, rock and roll",Rock,Rock 'N' Roll Rarities,1986-01-01,2pnPe4pJtq7689i5ydzvJJ,39257971,293zczrfYafIItmnmM3coR
Hallelujah,Pentatonix,christmas,Jazz,A Pentatonix Christmas,2016-10-21,550rQQCGkrTzvp4SfpOPzx,31459761,26AHtbjWKiwYzsoGoUZq53
Please Come Home for Christmas - 2013 Remaster,Eagles,"classic rock, soft rock",Rock,Please Come Home for Christmas / Funky New Year (2013 Remaster),1978-11-27,3QIoEi8Enr9uHffwInGIsC,33349919,0ECwFtbIWEVNwjlrfc6xoL
Thank God It's Christmas - Non-Album Single,Queen,"classic rock, rock, glam rock",Rock,The Works (Deluxe Edition 2011 Remaster),1984-02-27,2xGO2UjzxeVQSIkyg98vck,25711853,1dfeR4HaWDbWqFHLkxsg1d
Santa's Coming for Us,Sia,,,Everyday Is Christmas (Deluxe Edition),2018-11-01,1N1ZpYUJc9fwrqk53FGgWv,29721506,5WUlDfRSoLAfcVSX1WnrxN
Little Saint Nick - 1991 Remix,The Beach Boys,baroque pop,Pop,The Beach Boys' Christmas Album,1964-11-09,5xlS0QkVrSH7ssEbBgBzbM,37566963,3oDbviiivRWhXwIE8hxkVV
Santa Baby (with Henri René & His Orchestra),"Eartha Kitt, Henri René and His Orchestra","christmas, exotica","Jazz, Easy listening",Heavenly Eartha,2002-00-00,1foCxQtxBweJtZmdxhEHVO,43937025,"1AwO9pWEBSBoWdEZu28XDC, 0oK8UXKZbQezeRhE0KeBAV"
Like It's Christmas,Jonas Brothers,,,Like It's Christmas,2019-11-08,1OjmlSFuzYflWjSMTCyTJv,25590354,7gOdHgIoIKoe4i9Tta6qdD
Santa Claus Is Coming To Town,The Jackson 5,"motown, christmas","Jazz, R&B",Merry Christmas,1970-01-01,6a1hzBiTkgqTsDA0Xgfh9z,29858827,2iE18Oxc8YSumAU232n4rW
Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,soft rock,Rock,Jingle Bell Rock,1983-11-01,6pVW5LRWgeLaHudxauOTJU,23388431,77tT1kLj6mCWtFNqiOmP9H
Christmas Tree Farm,Taylor Swift,,,Christmas Tree Farm,2019-12-06,2mvabkN1i2gLnGAPUVdwek,25194306,06HL4z0CvFAxyc27GXpf02
Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD","rap, hip hop, melodic rap, emo rap",Hip Hop,Music To Be Murdered By,2020-01-17,7FIWs0pqAYbP91WWM0vlTQ,42614636,"7dGJo4pcD2V6oG8kP0tJRR, 4MCBfE4596Uoi2O4DtmEMz"
