spotify_track_id,song_name,artist_names,artist_ids,all_time_streams,years_on_chart,parent_genres,genres,album,album_date,album_label,release_date,release_date_precision,album_type
0FfqyjhB6Kspvit1oOo7ax,GOLDWING,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,8589283,2021,,,Happier Than Ever,2021-07-30,Darkroom/Interscope Records,2021-07-30,day,album
0FirgnvrpCkkhdaq64Gfen,YANKEE,Quevedo,52iwsT98xCoGgiGntTiR7K,2146848,2023,Latin,reggaeton,DONDE QUIERO ESTAR,2023-01-20,Quevedo,2023-01-20,day,album
0FkD2FHEZrZIofVkY6XPFK,DEMBOW BÉLICO,"Tito Double P, Joel De La P, Luis R Conriquez","5eumcnUkdmGvkvcsx1WFNG, 4qDRNT8ldCfCjSp9lBzYC5, 0pePYDrJGk8gqMRbXrLJC8",21065530,2023,Latin,"corrido, corridos tumbados, corridos bélicos, electro corridos, música mexicana, dembow, banda, sad sierreño, sierreño",DEMBOW BÉLICO,2023-06-03,Double P Records,2023-06-03,day,single
0FktnzDqjClqU6iqOZVEs2,BYE ME FUI,Bad Bunny,4q3ewBCX7sLwd24euuV69X,40544424,2020,Latin,"reggaeton, trap latino, latin, urbano latino",LAS QUE NO IBAN A SALIR,2020-05-10,Rimas Entertainment LLC,2020-05-10,day,album
0Fl4eWzVaMUOdXcOrj6F1q,VIRGO'S GROOVE,Beyoncé,6vWDO969PvNqNYHIOW5v0m,9056408,2022,,,RENAISSANCE,2022-07-29,Parkwood Entertainment/Columbia,2022-07-29,day,album
0FlfN5cbUUpIHCRH8X1M44,t h e . c l i m b . b a c k,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,10455793,2020,Hip Hop,rap,Lewis Street,2020-07-22,"Dreamville, Inc., Under exclusive license to Roc Nation Records",2020-07-22,day,single
0FlwhvrncUKrEAhzunmCKm,Forever,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,8594192,2024,,,Stick Season (Forever),2024-02-09,Mercury Records/Republic Records,2024-02-09,day,album
0FnxK9FEAQyPJ284QcieNb,5 Am in Toronto,Drake,3TVXtAsR1Inumwj472S9r4,1629565,2019,Hip Hop,"rap, hip hop",Care Package,2019-08-02,OVO,2019-08-02,day,album
0Fpen1PTuEnCmOJtUU9Iud,New Patek,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,63677541,2018,Hip Hop,melodic rap,New Patek,2018-09-18,Generation Now/Atlantic,2018-09-18,day,single
0FqBNLXlTNimxmVRdDMj6b,1AM FREESTYLE,Joji,3MZsBdqDrRTJihTHQrO6Dq,5036029,2022,,,SMITHEREENS,2022-11-04,88rising Music/Warner Records,2022-11-04,day,album
0FqVtQxRD3HsPltldG5v5M,Aquelas Coisas,João Gomes,4JNo6Q5KdcRf1vtSX9mB0S,41233364,2021,"Country, Latin","piseiro, forró, sertanejo, arrocha, brega",Eu Tenho a Senha,2021-06-01,Sua Música,2021-06-01,day,album
0Fs9cdPDhptWEDJmiCbkEW,She Knows (feat. Amber Coffman & Cults),"J. Cole, Cults, Amber Coffman","6l3HvQ5sa6mXTsMTB19rO5, 3Oim8XBPbznAa8Jj8QzNc8, 4vpGVGgxSDcCTmqYbsOnsn",35876933,2021,"R&B, Electronic, Hip Hop","rap, dubstep, dub",Born Sinner (Deluxe Version),2013-06-18,Roc Nation LLC,2013-06-18,day,album
0FuTx2s3YH1ppmtiM6l0zI,September Song,JP Cooper,4kYGAK2zu9EAomwj3hXkXy,155136209,2017,,,September Song,2016-09-16,Universal Music Group,2016-09-16,day,single
0Fv5N0cHBsl4bzCbollCAS,Moves,Big Sean,0c173mlxpT3dSFRgMO8XPh,72184003,2017,,,I Decided.,2017-02-03,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,2017-02-03,day,album
0FxtC8uFapbpDBliAU3sd6,AMG,"Natanael Cano, Peso Pluma, Gabito Ballesteros","0elWFr7TW8piilVRYJUe4P, 12GqGscKJx3aE4t07u7eVZ, 6Sbl0NT50roqWvy746MfVf",2081756,2023,Latin,"corridos tumbados, corrido, corridos bélicos, sad sierreño, electro corridos, sierreño, música mexicana, banda",Nata Montana,2023-06-30,WEA Latina,2023-06-30,day,album
0G149jkGWKwrPXUGkEDgWM,Numb,21 Savage,1URnnhqYAYcrqrcwql10ft,9262349,2017,,,Issa Album,2017-07-06,"Slaughter Gang, LLC/Epic Records",2017-07-06,day,album
0G2zPzWqVjR68iNPmx2TBe,Volando - Remix,"Mora, Bad Bunny, Sech","0Q8NcsJwoCbZOHHW63su5S, 4q3ewBCX7sLwd24euuV69X, 77ziqFxp5gaInVrF2lj4ht",393603448,"2021,2022",Latin,"urbano latino, reggaeton, trap latino, latin",Volando (Remix),2021-07-08,Rimas Entertainment LLC,2021-07-08,day,single
0G9rmRmQDFk9O2tzZLyRkc,Emoji A Chain,Migos,6oMuImdp5ZcFhWP0ESe6mG,4304652,2018,Hip Hop,trap,Culture II,2018-01-26,"Quality Control Music, LLC",2018-01-26,day,album
0G9vbgmLrDqjV4NUCSrsIg,Loose (feat. KSI),"S1mba, KSI","71jSVPQ6yskfyvWeiwvT5s, 1nzgtKYFckznkcVMR3Gg4z",699125,2020,Traditional music,"afroswing, ",Loose (feat. KSI),2020-09-11,Parlophone UK,2020-09-11,day,single
0GAyuCo975IHGxxiLKDufB,l e t . g o . m y . h a n d (with Bas & 6LACK),"J. Cole, Bas, 6LACK","6l3HvQ5sa6mXTsMTB19rO5, 70gP6Ry4Uo0Yx6uzPIdaiJ, 4IVAbR2w4JJNJDDRFP3E83",18783551,2021,Hip Hop,"rap, ",The Off-Season,2021-05-14,"Dreamville, Inc., Under exclusive license to Roc Nation Records",2021-05-14,day,album
0GJwUAlBMJTbY4VE7iE761,UNA NOCHE EN MEDELLÍN - REMIX,"KAROL G, Cris Mj, Ryan Castro","790FomKkXshlbRYZFtlgla, 1Yj5Xey7kTwvZla8sqdsdE, 7j6DKwmjbxvpQO8h914uEz",37303914,2023,"Latin, Hip Hop","reggaeton, latin, urbano latino, reggaeton chileno, chilean trap, chilean mambo",MAÑANA SERÁ BONITO (BICHOTA SEASON),2023-08-10,Bichota/Interscope Records,2023-08-10,day,album
0GMiRrUnQuoGddKMsxGPIZ,Fear and Friday's,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,14211174,2023,Country,"country, red dirt",Zach Bryan,2023-08-25,Warner Records,2023-08-25,day,album
0GOJobsbOSIF99y6CGr5o6,Sober,"G-Eazy, Charlie Puth","02kJSzxNuaWGqwubyUba0Z, 6VuMaDnrHyPL1p4EHjYLi7",1219865,2017,Pop,"soft pop, pop",Sober,2017-12-08,BPG/RVG/RCA Records,2017-12-08,day,single
0GQ5bFTVFFKpwNPc7KwQnB,You Gon’ Learn (feat. Royce Da 5'9  & White Gold),"Eminem, Royce Da 5'9"", White Gold","7dGJo4pcD2V6oG8kP0tJRR, 6DVipHzYsPlIoA0DW8Gmns, 79KQgTCu4wV38ECYKn62DZ",22261149,2020,Hip Hop,"rap, hip hop, ",Music To Be Murdered By,2020-01-17,Shady/Aftermath/Interscope Records,2020-01-17,day,album
0GVuLQtPXFaL18ijEOqoAa,Tightrope,Michelle Williams,2LAqcqAQ8KPTsl1HBgBrqM,9069508,2018,Classical,musicals,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Atlantic Records,2017-12-08,day,compilation
0GjEhVFGZW8afUYGChu3Rr,Dancing Queen,ABBA,0LcJLqbBmaGUft1e9Mm8HV,19931162,"2020,2021,2022,2023,2024",,,Arrival,1976-00-00,Polar Music International AB,1976,year,album
0Gl5s8IhMmQE5YQwM8Qx1J,Never Enough,Loren Allred,0LyOADBjj28cbvJWTXUEGA,52987304,2018,,,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Atlantic Records,2017-12-08,day,compilation
0Goo25lbtpwor5vb0K2r21,Nowadays Pt. 2 (feat. Landon Cube),"Lil Skies, Landon Cube","7d3WFRME3vBY2cgoP38RDo, 04ei5kNgmDuNAydFhhIHnD",751710,2019,Hip Hop,"melodic rap, ",Shelby,2019-03-01,All We Got Ent.,2019-03-01,day,album
0GqAWZe1A5ecKadZrHk6XH,Chk Chk Boom,Stray Kids,2dIgFjalVxs4ThymZ67YCE,56451069,2024,Pop,k-pop,ATE,2024-07-19,Sony Music Labels Inc.,2024-07-19,day,album
0GqaZ1L5KAXMNngAZbGvLf,Paid the Fine (feat. Lil Baby & YTB Trench),"Young Stoner Life, Young Thug, Gunna, YTB Trench, Lil Baby","1xr2G8Hlx4QWmT9HaUbmoO, 50co4Is1HCEo8bhOyUWKpn, 2hlmm7s2ICUX0LVIhVFlZQ, 5PHYg0IcnpyZJ1y9euAx4i, 5f7VJjfbwm532GiveGC0ZK",1019259,2021,Hip Hop,"rap, melodic rap, trap, ",Slime Language 2,2021-04-16,300 Entertainment,2021-04-16,day,album
0GsZZWhBMIQXAmPYPJ3PRQ,INSUPERABILE,Rkomi,056KMTw6IztdQjBmFfVyO3,5373057,2022,Hip Hop,italian trap,TAXI DRIVER,2022-02-02,Universal Music Italia srL.,2022-02-02,day,album
0Gux2yTMWYOlcBUNjGJu5p,Pull Up N Wreck (With Metro Boomin),"Big Sean, Metro Boomin, 21 Savage","0c173mlxpT3dSFRgMO8XPh, 0iEtIxbK0KxaSlF7G42ZOp, 1URnnhqYAYcrqrcwql10ft",4017925,2017,,,Pull Up N Wreck (With Metro Boomin),2017-11-03,Republic/MB/Big Sean,2017-11-03,day,single
0GxQ1A5L9xnMOytbP6eKBG,What Lovers Do (feat. SZA),"Maroon 5, SZA","04gDigrS5kc9YWfZHwBETP, 7tYKF4w9nC0nq9CsPZTHyP",85977992,2018,"Pop, R&B","pop, r&b",Red Pill Blues (Deluxe),2018-06-15,Interscope Records*,2018-06-15,day,album
0GyXfYRuvG9nt71zF99SER,I'll Be Home for Christmas,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,12296849,"2023,2024",Jazz,christmas,Christmas (Deluxe Special Edition),2011-10-24,Reprise,2011-10-24,day,album
0GzuHFG4Ql6DoyxFRnIk3F,Hawái - Remix,"Maluma, The Weeknd","1r4hJ1h58CWwUQe3MxPuau, 1Xyo4u8uXC1ZmMpatF05PJ",125793983,"2020,2021",Latin,"reggaeton, latin, urbano latino, ",Hawái (Remix),2020-11-05,Sony Music Latin,2020-11-05,day,single
0H0MIfeqip6GKmafftx7kC,Malediven,MERO,5wyWp867LWGjFmYZXVSFnZ,1467890,2019,Hip Hop,"german hip hop, turkish hip hop",Malediven,2019-05-31,Groove Attack TraX,2019-05-31,day,single
0H1Had94fszD13qsFsP1U5,Sex with My Ex,Lil Peep,2kCcBybjl3SAtIcwdWpUe3,4965224,2018,Hip Hop,"emo rap, cloud rap","Come Over When You're Sober, Pt. 2",2018-11-09,Columbia,2018-11-09,day,album
0H1zX27yxoDrsrQA1hk5Uq,O Come All Ye Faithful,Nat King Cole,7v4imS0moSyGdXyLgVTIV7,5092142,"2021,2022,2023","Easy listening, Jazz","christmas, adult standards, vocal jazz",The Christmas Song (Expanded Edition),1962-00-00,CAPITOL CATALOG MKT (C92),1962,year,album
0H4ugk6rhnXmTl47ayy9O5,Daechwita,Agust D,5RmQ8k4l3HZ8JoPb4mNsML,10351814,2020,"Pop, Hip Hop","k-pop, k-rap",D-2,2020-05-22,BIGHIT MUSIC / HYBE,2020-05-22,day,album
0HC6S4VpCGAZvyxTdrMRIQ,De Una Vez,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,14165646,2021,Pop,pop,De Una Vez,2021-01-14,Interscope Records,2021-01-14,day,single
0HD8mbiPjp3o94X3EaZp0o,exes,Tate McRae,45dkTj5sMRSjrmBSBeiHym,85436972,2023,,,exes,2023-11-17,RCA Records Label,2023-11-17,day,single
0HDMisLsuGNml98Xq7atpm,EU SOU SENTIMENTO,"Luan Santana, Luan Pereira","3qvcCP2J0fWi0m0uQDUf6r, 5kVgcCdPbeUwxBqWxi2Ktl",2516507,2024,"Country, Latin","sertanejo, sertanejo universitário, arrocha, agronejo, piseiro",EU SOU SENTIMENTO,2024-06-06,Sony Music Entertainment,2024-06-06,day,single
0HEckRWFSknIupbGzavk5d,Hundred,Khalid,6LuN9FCkKOj5PcnpouEgny,5001832,2019,,,Free Spirit,2019-04-05,"Right Hand Music Group, LLC/RCA Records",2019-04-05,day,album
0HEytGQM3bG1vKxER7IgVK,Spotless (feat. The Lumineers),"Zach Bryan, The Lumineers","40ZNYROS4zLfyyBSs2PGe2, 16oZKvXb6WkQlVAjwo2Wbg",24163100,2023,"Country, Pop, Folk/Acoustic","country, red dirt, folk pop, indie folk",Zach Bryan,2023-08-25,Warner Records,2023-08-25,day,album
0HEzuLLojblUOaUSdmJ9gl,Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,2524754,2023,,,Did you know that there's a tunnel under Ocean Blvd,2023-03-24,Polydor Records,2023-03-24,day,album
0HLhptvI8NozbOHRLNniFz,"Family (feat. Bebe Rexha, Ty Dolla $ign & A Boogie Wit da Hoodie)","David Guetta, Bebe Rexha, Ty Dolla $ign, A Boogie Wit da Hoodie","1Cs0zKBU1kc0i8ypK3B9ai, 64M6ah0SkkRsnPGtGiRAbb, 7c0XG5cIJTrrAgEC3ULPiq, 31W5EY0aAly4Qieq6OFu6I",962887,2021,"Electronic, Hip Hop","edm, dance, melodic rap","Family (feat. Bebe Rexha, Ty Dolla $ign & A Boogie Wit da Hoodie)",2021-10-29,Atlantic Records,2021-10-29,day,single
0HMjXBAZmSYOTTi33WpMso,History,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,1286335,2020,,,Made In The A.M. (Deluxe Edition),2015-11-13,Syco Music,2015-11-13,day,album
0HNKMJ2EKCaT2EqcCBj1EH,Way Bigger,Don Toliver,4Gso3d4CscCijv0lmajZWs,904866,2021,,,Life of a DON,2021-10-08,Cactus Jack / Atlantic,2021-10-08,day,album
0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,Kesha,6LqNN22kT3074XbTVUrhzX,7458372,"2023,2024",,,Animal (Expanded Edition),2010-01-01,RCA Records Label,2010-01-01,day,album
0HUTL8i4y4MiGCPId7M7wb,Freaks,Surf Curse,1gl0S9pS0Zw0qfa14rDD3D,13443466,2021,Rock,indie,Buds,2015-05-10,Big Joy Records,2015-05-10,day,album
0HVv5bEOiI9a0QfgcASXpX,Nice For What,Drake,3TVXtAsR1Inumwj472S9r4,63815998,2018,Hip Hop,"rap, hip hop",Scorpion,2018-06-29,Republic Records,2018-06-29,day,album
0HYAsQwJIO6FLqpyTeD3l6,死ぬのがいいわ,Fujii Kaze,6bDWAcdtVR3WHz2xtiIPUi,97979378,2022,Pop,j-pop,HELP EVER HURT NEVER,2020-05-20,Universal Music LLC,2020-05-20,day,album
0HYlVsZx8pLI2YoECmUQAd,Cool Yule,"Louis Armstrong, The Commanders","19eLuQmk9aCobbVDHc6eek, 3VrWSWV74xyECVDt2zBy4T",1370761,2021,"Easy listening, Jazz, Blues","jazz, swing music, big band, vocal jazz, jazz blues, christmas",White Christmas (Deluxe Edition),2021-12-01,UME - Global Clearing House,2021-12-01,day,compilation
0HZgYFimoJG9Ijy8InUWcV,Bad Reputation (feat. Joe Janiak),"Avicii, Joe Janiak","1vCWHaC5f2uS3yhpwWbIA6, 142TY556WknD1ZRV8XilJQ",3194944,2019,Electronic,"edm, tropical house",TIM,2019-06-06,Universal Music AB,2019-06-06,day,album
0HaRLPnr887lcQM2YQzkff,For My Hand (feat. Ed Sheeran),"Burna Boy, Ed Sheeran","3wcj11K77LjEY1PkEazffa, 6eUKZXaKkcviH0Ku9w2n3V",974877,2022,"Traditional music, R&B, Pop","afrobeats, afrobeat, afropop, afroswing, dancehall, afropiano, soft pop","Love, Damini",2022-07-07,Spaceship/ Bad Habit/Atlantic Records,2022-07-07,day,album
0Hgqglypzt6Qs5Duqskcqs,Heaven,Khalid,6LuN9FCkKOj5PcnpouEgny,832728,2019,,,Free Spirit,2019-04-05,"Right Hand Music Group, LLC/RCA Records",2019-04-05,day,album
0HqZX76SFLDz2aW8aiqi7G,Bones,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,129379350,2022,,,Bones,2022-03-11,KIDinaKORNER/Interscope Records,2022-03-11,day,single
0HyDNYQmQ3obfA81D3y9tG,La genesi del tuo colore,Irama,5iot8OPcosJN9nCl7I5SdK,715033,2021,,,La genesi del tuo colore,2021-03-04,WM Italy,2021-03-04,day,single
0I20rLT2MJDhcF96AjbNYo,Stay,"Zedd, Alessia Cara","2qxJFvFYMEDqd7ui6kSAcq, 2wUjUUtkb5lvLKcGKsKqsR",45036258,"2017,2018",Electronic,"edm, ",Stay +,2017-12-29,UMGRI Interscope,2017-12-29,day,album
0I26eEAwEoii0wHuFqwhYO,sw1n6o - feat. Salmo,"thasup, Salmo","19i93sA0D7yS9dYoVNBqAA, 3hBQ4zniNdQf1cqqo6hzuW",849202,2019,Hip Hop,italian trap,23 6451,2019-11-15,Epic,2019-11-15,day,album
0IAkpYTRomExXOUJonNMTR,Expensive (feat. Nicki Minaj),"Ty Dolla $ign, Nicki Minaj","7c0XG5cIJTrrAgEC3ULPiq, 0hCNtLu0JehylgoiP8L4Gh",1552100,2020,,,Expensive (feat. Nicki Minaj),2020-08-28,Atlantic Records,2020-08-28,day,single
0IEUbDOzcwi6Ju1ZAJ23rk,Marinero,Maluma,1r4hJ1h58CWwUQe3MxPuau,1151464,2018,Latin,"reggaeton, latin, urbano latino",Marinero,2018-05-05,Sony Music Latin,2018-05-05,day,single
0IF4B98sMyCv1lZjpS1FGz,Bilmem Mi?,Sefo,1ITjgqpqMDJlqZGAK3mlPQ,2487015,2021,"Hip Hop, Pop","turkish hip hop, turkish pop",Bilmem Mi?,2021-07-08,3TR6AP2,2021-07-08,day,single
0IGUXY4JbK18bu9oD4mPIm,TOMBOY,(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,7858599,2022,Pop,k-pop,I NEVER DIE,2022-03-14,Cube Entertainment,2022-03-14,day,album
0IH3D0P8OrQFs6ajcqbm0R,Dangerous (feat. Kid Cudi),"ScHoolboy Q, Kid Cudi","5IcR3N7QB1j6KBL8eImZ8m, 0fA0VVWsXO9YnASrzqfmYu",821086,2019,,,CrasH Talk,2019-04-26,Top Dawg Entertainment/Interscope Records,2019-04-26,day,album
0IJK096XrKQd14Q6fNqW0e,Sorcererz,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,654269,2018,,,The Now Now,2018-06-29,Parlophone UK,2018-06-29,day,album
0IKeDy5bT9G0bA7ZixRT4A,Bebe Dame,"Fuerza Regida, Grupo Frontera","0ys2OFYzWYB5hRDLCsBqxt, 6XkjpgcEsYab502Vr1bBeW",692654146,"2022,2023",Latin,"corrido, corridos tumbados, corridos bélicos, música mexicana, banda, electro corridos, sierreño, sad sierreño, cumbia norteña, norteño, grupera, tejano",Sigan Hablando,2022-12-28,Rancho Humilde/Street Mob Records,2022-12-28,day,album
0IQCOAw9ZAI6WnXIrl481F,Hoje Eu Vou Parar Na Gaiola,"Mc Livinho, Rennan da Penha","7me0S5Z40qVWj3gzyK8aC3, 7ecRwFks8F2vYad383BkKf",1266318,2019,"Hip Hop, Pop, R&B","funk, brazilian funk, funk carioca, brega funk, funk pop",Hoje Eu Vou Parar Na Gaiola,2018-10-17,GR6 MUSIC,2018-10-17,day,single
0ITqOOwNtw5DP2GLYAlTQx,No Question (feat Future),"Rich The Kid, Future","1pPmIToKXyGdsCF6LmqLmI, 1RyvyyTE3xzB2ZywiAwp0i",614680,2018,Hip Hop,"trap, rap",The World Is Yours,2018-03-30,Rich The Kid / (TDE/ISR PS),2018-03-30,day,album
0IUprcNjE2hDtlvY8rq2W9,One Day,Lovejoy,33tFkBLsl6f8TjKkV0uF0C,2605323,2021,,,Are You Alright?,2021-05-08,Anvil Cat Records,2021-05-08,day,single
0Ie5uiv54KgCr7P4sYDTHl,Baby It's Cold Outside (with Michael Bublé),"Idina Menzel, Michael Bublé","73Np75Wv2tju61Eo9Zw4IR, 1GxkXlMwML1oSg5eLPiAz3",58595474,"2017,2018,2019,2020,2021,2022,2023,2024","Jazz, Classical","musicals, christmas",Holiday Wishes,2014-10-10,Warner Records,2014-10-10,day,album
0IhTEIjFaRt3B2NQYf9azQ,Thing for You (with Martin Solveig),"David Guetta, Martin Solveig","1Cs0zKBU1kc0i8ypK3B9ai, 1bj5GrcLom5gZFF5t949Xl",4595792,2019,Electronic,"edm, dance, french house",Thing For You (With Martin Solveig),2019-07-12,Parlophone (France),2019-07-12,day,single
0Iozrbed8spxoBnmtBMshO,WANDA,Quevedo,52iwsT98xCoGgiGntTiR7K,133365400,2023,Latin,reggaeton,DONDE QUIERO ESTAR,2023-01-20,Quevedo,2023-01-20,day,album
0IpnZchq8ek2A6pGEP2Qb1,Bean (Kobe) [feat. Chief Keef],"Lil Uzi Vert, Chief Keef","4O15NlyKLIASxsJ0PrXPfz, 15iVAtD3s3FsQR4w1v6M0P",8812324,2020,Hip Hop,"melodic rap, drill",Eternal Atake (Deluxe) - LUV vs. The World 2,2020-03-13,Generation Now/Atlantic,2020-03-13,day,album
0IqCoZ168iRc9LqfrYgpZy,KESI - Remix,"Camilo, Shawn Mendes","28gNT5KBp7IjEOQoevXf9N, 7n2wHs1TKAczGzO7Dd2rGr",17752815,2021,Pop,"colombian pop, pop",KESI (Remix),2021-07-14,Sony Music Latin,2021-07-14,day,single
0IqKeD8ZSP72KbGYyzEcAs,Take Me To Church,Hozier,2FXC3k01G6Gw61bmprjgqS,7709307,2017,,,Hozier,2014-07-20,Universal Music Group,2014-07-20,day,album
0IrKbfhVKW0xpPEzRDeSUb,Santa Claus Llegó a La Ciudad,Luis Miguel,2nszmSgqreHSdJA3zWPyrW,6663697,"2022,2023,2024","Latin, Pop","mariachi, bolero, latin pop",Navidades Luis Miguel,2006-11-06,WEA Latina,2006-11-06,day,album
0IsIY8pfu1yaGkPUD7pkDx,Guess featuring billie eilish,"Charli xcx, Billie Eilish","25uiPmTg16RbhZWAqwLBy5, 6qqNVTkY8uBg9cP3Jd7DAH",147325808,2024,Pop,"hyperpop, art pop, ",Brat and it’s completely different but also still brat,2024-10-11,Atlantic Records,2024-10-11,day,album
0IuE6FnXPCdZ8NLuuvJRhb,On Track,Tame Impala,5INjqkS1o8h1imAzPqGZBb,918285,2020,"Rock, Pop","indie, psychedelic pop",The Slow Rush,2020-02-14,Universal Music Australia Pty. Ltd.,2020-02-14,day,album
0IuVhCflrQPMGRrOyoY5RW,she's all i wanna be,Tate McRae,45dkTj5sMRSjrmBSBeiHym,139279688,2022,,,she's all i wanna be,2022-02-04,RCA Records Label,2022-02-04,day,single
0J1IJsMbKWb5g2sJArTkGF,Stained,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,8040316,2024,"Metal, Rock","nu metal, rap metal, rock, alternative metal",From Zero,2024-11-15,Warner Records,2024-11-15,day,album
0J9g1MMJDhyvOb3NWckHMm,Chulo pt.2,"Bad Gyal, Tokischa, Young Miko","4F4pp8NUW08JuXwnoxglpN, 2p4aN0Uxkk3iT3HK0cJ2cJ, 3qsKSpcV3ncke3hw52JSMB",300671242,2023,"Latin, Electronic","neoperreo, dembow, trap latino",Chulo pt.2,2023-06-22,Universal Music Latino/Interscope,2023-06-22,day,single
0JAZWvvqttGFm4UMDsPQXC,Despeinada,"Ozuna, Camilo","1i8SpTcr7yvPOmcqrbnVXY, 28gNT5KBp7IjEOQoevXf9N",198779079,"2020,2021","Pop, Latin","reggaeton, latin, trap latino, urbano latino, colombian pop",ENOC,2020-09-04,Aura Music Corp.,2020-09-04,day,album
0JDzwUkxHmoGd7su8ER2Ce,BICHOTAG,KAROL G,790FomKkXshlbRYZFtlgla,2943842,2023,Latin,"reggaeton, latin, urbano latino",MAÑANA SERÁ BONITO (BICHOTA SEASON),2023-08-10,Bichota/Interscope Records,2023-08-10,day,album
0JIYoXtJfORxI6gRpHv6ZW,Traumatizei - Ao Vivo Em Brasília,Henrique & Juliano,3p7PcrEHaaKLJnPUGOtRlT,27342066,2023,"Country, Latin","sertanejo, sertanejo universitário, arrocha, agronejo",To Be (Ao Vivo Em Brasília EP1),2023-02-03,Virgin Music Label And Artist Services (S&D),2023-02-03,day,single
0JIhRhZPF5j5dx0FGqTWxy,I'll Be Waiting,Cian Ducrot,49jTY62Cpw3RYo4dLuG43W,4174740,2023,,,I'll Be Waiting (Sad At Christmas),2022-11-09,Polydor Records,2022-11-09,day,single
0JLKzgJT62z3jNWsDt6znJ,LAGUNA,"Mora, Arcángel","0Q8NcsJwoCbZOHHW63su5S, 4SsVbpTthjScTS7U2hmr1X",6072094,2023,Latin,"urbano latino, reggaeton, trap latino",ESTRELLA,2023-08-28,Rimas Entertainment LLC,2023-08-28,day,album
0JM8LI4HxrQs2Reqr2naYo,All I Want (For Christmas),Liam Payne,5pUo3fmmHT8bhCyHE52hA6,4268126,"2020,2022",,,LP1,2019-12-06,Capitol Records UK / EMI,2019-12-06,day,album
0JP9xo3adEtGSdUEISiszL,Moonlight,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,1031085537,"2018,2019,2020,2021",Hip Hop,emo rap,?,2018-03-16,"Bad Vibes Forever, LLC",2018-03-16,day,album
0JR7iZZ6Ql79sXW3rbiS3F,Ain't Livin Right (feat. Gunna),"Future, Juice WRLD, Gunna","1RyvyyTE3xzB2ZywiAwp0i, 4MCBfE4596Uoi2O4DtmEMz, 2hlmm7s2ICUX0LVIhVFlZQ",718044,2018,Hip Hop,"rap, melodic rap, emo rap",Future & Juice WRLD Present... WRLD ON DRUGS,2018-10-19,Epic/Freebandz/Grade A/Interscope,2018-10-19,day,album
0JXXNGljqupsJaZsgSbMZV,Sure Thing,Miguel,360IAlyVv4PCEVjgyMZrxK,1459320158,"2022,2023,2024",R&B,r&b,All I Want Is You,2010-11-26,Jive,2010-11-26,day,album
0JYAsQJWIuaYUvZGF1qapT,RERUN (feat. Travis Scott),"Quavo, Travis Scott","0VRj0yCOv2FXJNP47XQnx5, 0Y5tJX1MQlPlqiwlOH1tJY",3051163,2018,Hip Hop,rap,QUAVO HUNCHO,2018-10-12,Quality Control Music/Motown Records/Capitol Records,2018-10-12,day,album
0JZUiKHoEDpsLvXfeqbZxV,MOTW,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,879324,2020,Hip Hop,melodic rap,WUNNA,2020-05-22,300 Entertainment,2020-05-22,day,album
0JcNysfWVWaMS7R6vzGB2k,Robarte un Beso,"Carlos Vives, Sebastian Yatra","4vhNDa5ycK0ST968ek7kRr, 07YUOmWljBTXwIseAUd9TW",110760711,"2017,2018","Pop, Latin","colombian pop, vallenato, latin, latin pop, reggaeton",VIVES,2017-11-10,Sony Music Latin,2017-11-10,day,album
0JdkDCdrhMOaeXjIZdeBXN,Ela me Falou Que Quer Rave,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege","0guw2RGoUqaWKpoCY5DzWY, 23buF7CmOZll8oQveAvsut, 1aQbanZ6xPrOtTYtsMdm3Q, 2BvV4u6AUwFCrAriUIo9Sm",21234384,"2021,2022","Hip Hop, Pop, R&B","funk, brega funk, brazilian funk",Ela me Falou Que Quer Rave,2021-10-25,Ritmo dos Fluxos Records,2021-10-25,day,single
0Jh6iWjna1wk5le0Ahn7No,La vie qu'on mène,Ninho,6Te49r3A6f5BiIgBRxH7FH,2231423,2019,Hip Hop,pop urbaine,Destin,2019-03-22,Rec. 118 / Mal Luné Music,2019-03-22,day,album
0JiVRyTJcJnmlwCZ854K4p,Alone,Alan Walker,7vk5e3vY1uw9plTHJAMwjN,102394666,2017,,,Alone,2016-12-02,Kreatell Music,2016-12-02,day,single
