artist_1,artist_2,count,song_ids
Masta Killa,U-God,1,['6VDz4m1vEGHDDqQojf1mpc']
Method Man,RZA,1,['6VDz4m1vEGHDDqQojf1mpc']
Method Man,Raekwon,1,['6VDz4m1vEGHDDqQojf1mpc']
Method Man,U-God,1,['6VDz4m1vEGHDDqQojf1mpc']
RZA,Raekwon,1,['6VDz4m1vEGHDDqQojf1mpc']
RZA,U-God,1,['6VDz4m1vEGHDDqQojf1mpc']
Raekwon,U-God,1,['6VDz4m1vEGHDDqQojf1mpc']
John Lindahl,Logic,1,['4CstQ0SUkl0YkoeZkIZlIx']
John Lindahl,Wale,1,['4CstQ0SUkl0YkoeZkIZlIx']
Logic,Wale,1,['4CstQ0SUkl0YkoeZkIZlIx']
Julia Michaels,Lauv,1,['2hnxrRNzF74mdDzpQZQukQ']
Jaden,Logic,1,['1FmdAhS8FqRoEJ4jcSfuKZ']
Logic,Lucy Rose,1,['4ut9fdC5ncgcvCo0KaphNY']
Logic,The RattPack,1,['4ut9fdC5ncgcvCo0KaphNY']
Lucy Rose,The RattPack,1,['4ut9fdC5ncgcvCo0KaphNY']
Hailee Steinfeld,Logic,1,['2zIAPysksDdMAiG33qH6kW']
Alan Walker,Sophia Somajo,1,['4J4zx8xGJpuGndrVc06KaT']
Jake Gosling,Major Lazer,1,['0zC401uLD0oQFxeM4QW1dk']
Jake Gosling,Mr Eazi,1,['0zC401uLD0oQFxeM4QW1dk']
Jake Gosling,RAYE,1,['0zC401uLD0oQFxeM4QW1dk']
Major Lazer,RAYE,1,['0zC401uLD0oQFxeM4QW1dk']
Mr Eazi,RAYE,1,['0zC401uLD0oQFxeM4QW1dk']
Loud Luxury,anders,1,['15fZrZhdK0g1BS9sDeW6sD']
6ix9ine,Bobby Shmurda,1,['1jQvUmf16VE9WQCPuK2e8K']
Drake,Gunna,1,['6wWaVoUOzLQJHd3bWAUpdZ']
Gunna,Lil Durk,1,['6PoKfDY78ih5OveWirggRX']
Gunna,NAV,1,['6PoKfDY78ih5OveWirggRX']
Lil Baby,Lil Durk,1,['6PoKfDY78ih5OveWirggRX']
Lil Baby,NAV,1,['6PoKfDY78ih5OveWirggRX']
Lil Durk,NAV,1,['6PoKfDY78ih5OveWirggRX']
Anderson .Paak,Kendrick Lamar,1,['7c3SbTuufigBWURcICnAWy']
Charli xcx,Troye Sivan,1,['05mAIVLkIWc2d1UBYZBCp8']
Lil Pump,Lil Uzi Vert,1,['7q8cy4uoA2itYATsKeXhcq']
Jonas Blue,Lennon Stella,1,['6XqvFyJGdUD5IWee02ARKU']
Jonas Blue,Liam Payne,1,['6XqvFyJGdUD5IWee02ARKU']
Lennon Stella,Liam Payne,1,['6XqvFyJGdUD5IWee02ARKU']
Bonez MC,Hanybal,1,['6Cy4jkukjKnIqGYkU7xCeF']
Hanybal,RAF Camora,1,['6Cy4jkukjKnIqGYkU7xCeF']
Bad Bunny,Drake,1,['116H0KvKr2Zl4RPuVBruDO']
Bad Bunny,Marc Anthony,1,['2wRkBumdItthjYP9XknImg']
Bad Bunny,Will Smith,1,['2wRkBumdItthjYP9XknImg']
Marc Anthony,Will Smith,1,['2wRkBumdItthjYP9XknImg']
Kodak Black,Offset,1,['0FZ4Dmg8jJJAPJnvBIzD9z']
Bonez MC,Maxwell,1,['0kLA41xkWzzYzMIEGFuDkP']
21 Savage,Quavo,1,['3edzl4zvKFi0D3iuF6cs2f']
Little Mix,Nicki Minaj,1,['222B3aljXx6fFwKmFjuBED']
Lil Baby,Quavo,1,['69PkhA9q3xCWU2CzoZnLAu']
Quavo,Saweetie,1,['1kvt3N2KmoSAunaEJNrgNM']
Cardi B,Madonna,1,['2i4WKnGYntsN4jEvDjkKBE']
Cardi B,Quavo,1,['2i4WKnGYntsN4jEvDjkKBE']
Madonna,Quavo,1,['2i4WKnGYntsN4jEvDjkKBE']
Quavo,Takeoff,1,['2QApWGconWQE8BjaNfh7ik']
AK AUSSERKONTROLLE,Capital Bra,1,['3eMwf7uAEn1VJcmd12gMmi']
AK AUSSERKONTROLLE,Samra,1,['3eMwf7uAEn1VJcmd12gMmi']
Kid Cudi,Quavo,1,['2H5CLUmtvo2VHEeWzMtUqW']
Shawn Mendes,teddy<3,1,['2fLyikLZmHxW4XdToFpDdN']
Bonez MC,LX,1,['0kLA41xkWzzYzMIEGFuDkP']
Empress Of,Khalid,1,['4AhSkRYioEIfGvCV19peYN']
BLACKPINK,Dua Lipa,1,['13hvHEstJ4sNbzdroPrPI3']
Future,Young Scooter,1,['2OsDoAzo5SGq10qwmKSQBv']
Juice WRLD,Young Scooter,1,['2OsDoAzo5SGq10qwmKSQBv']
Bad Bunny,Diplo,1,['5jGUJXnELDaDTgiRjD9lsg']
Juice WRLD,Young Thug,1,['3fFBZvG777xoKyvcrBq7lc']
Lil Yachty,Playboi Carti,1,['3m2aDCqn8eT5ElXDUiboGU']
Future,Nicki Minaj,1,['2MfcvcvWSUkstTDZXYIakq']
Luis Fonsi,Ozuna,1,['4cuGZb0iFyHtwaSKdKrJkF']
Future,Lil Wayne,1,['0nWMTq3fBceV1uZlhFn6of']
Capital Bra,Eno,1,['6Yocr5JJOjupv71R5uhye5']
Capital Bra,Luciano,1,['6Yocr5JJOjupv71R5uhye5']
Eno,Luciano,1,['6Yocr5JJOjupv71R5uhye5']
Future,Yung Bans,1,['3thLnNvO9IctWoccbsZyJV']
Juice WRLD,Yung Bans,1,['3thLnNvO9IctWoccbsZyJV']
Major Lazer,Tove Lo,1,['1wcYgcBH8WW1kXNezuFBqU']
Future,Gunna,1,['0JR7iZZ6Ql79sXW3rbiS3F']
Gunna,Juice WRLD,1,['0JR7iZZ6Ql79sXW3rbiS3F']
Juice WRLD,Lil Yachty,1,['5R2rsbwCDXORX2tLfprRmM']
Lil Baby,Lil Yachty,1,['1Wc1SQwiThvSu9dMc5opth']
Meek Mill,Tory Lanez,1,['39Bq9cOTO0H8M6P9iKLVdq']
GRiNGO,Gzuz,1,['4Nip6oiJU24LqcUEi7u19S']
GRiNGO,KITSCHKRIEG,1,['4Nip6oiJU24LqcUEi7u19S']
GRiNGO,Trettmann,1,['4Nip6oiJU24LqcUEi7u19S']
GRiNGO,Ufo361,1,['4Nip6oiJU24LqcUEi7u19S']
Gzuz,KITSCHKRIEG,1,['4Nip6oiJU24LqcUEi7u19S']
Gzuz,Trettmann,1,['4Nip6oiJU24LqcUEi7u19S']
Gzuz,Ufo361,1,['4Nip6oiJU24LqcUEi7u19S']
KITSCHKRIEG,Trettmann,1,['4Nip6oiJU24LqcUEi7u19S']
KITSCHKRIEG,Ufo361,1,['4Nip6oiJU24LqcUEi7u19S']
Trettmann,Ufo361,1,['4Nip6oiJU24LqcUEi7u19S']
Lil Pump,Maluma,1,['2LskIZrCeLxRvCiGP8gxlh']
Lil Pump,Swae Lee,1,['2LskIZrCeLxRvCiGP8gxlh']
Lil Pump,XXXTENTACION,1,['2LskIZrCeLxRvCiGP8gxlh']
Maluma,Swae Lee,1,['2LskIZrCeLxRvCiGP8gxlh']
Maluma,XXXTENTACION,1,['2LskIZrCeLxRvCiGP8gxlh']
Swae Lee,XXXTENTACION,1,['2LskIZrCeLxRvCiGP8gxlh']
Diplo,Ellie Goulding,1,['5JEx7HbmvHQQswJCsoo9rA']
Diplo,Swae Lee,1,['5JEx7HbmvHQQswJCsoo9rA']
Ellie Goulding,Swae Lee,1,['5JEx7HbmvHQQswJCsoo9rA']
Kygo,Sandro Cavazza,1,['14sOS5L36385FJ3OL8hew4']
Calvin Harris,Normani,1,['5xesHO6GLWTrjsKOjAXRmf']
Calvin Harris,Wizkid,1,['5xesHO6GLWTrjsKOjAXRmf']
Normani,Wizkid,1,['5xesHO6GLWTrjsKOjAXRmf']
Gunna,Tory Lanez,1,['6bMIExEulvwM2X6zsuiYwr']
Aazar,The Chainsmokers,1,['7Bvp5JUJiyUrMgvH4DR0wH']
Felipe Araújo,Ferrugem,1,['5EKHbW7mXcAR4hCyS3YXjb']
Clams Casino,Joji,1,['39oeKRgsLeynDIbWuXyA47']
Arevi,Brytiago,1,['56CvVCJYRQNWwM4vF4neCD']
Arevi,Darell,1,['56CvVCJYRQNWwM4vF4neCD']
Bobby (Boris) Pickett,The Crypt-Kickers,1,['0xxZY5C9xxij3D1HkzbnfC']
David Bowie,Queen,1,['2fuCquhmrzHpu5xcA1ci9x']
Justin Bieber,USHER,1,['3eYnKe0LhQA1B5HEkQaRTP']
Calvin Harris,benny blanco,1,['5sdb5pMhcK44SSLsj1moUh']
Johnny Mathis,Percy Faith & His Orchestra,1,['6XAdcAseYtijN0QUnQFsH2']
21 Savage,Kodak Black,1,['1HLL8X0LH20F6Z9SLXLIjr']
Kodak Black,Metro Boomin,1,['1HLL8X0LH20F6Z9SLXLIjr']
Gucci Mane,Metro Boomin,1,['6qZANDqrSAvfuSjcxBP1PD']
Esperanza Spalding,John Legend,1,['3yQbBL8hsYtUhXSrmbKq8X']
Travis Scott,Young Thug,1,['27P4XoNXXEV4lTc3sB61RK']
Clean Bandit,Luis Fonsi,1,['1fLhGF1JfGQYj6EZLndD86']
Clean Bandit,MARINA,1,['1fLhGF1JfGQYj6EZLndD86']
Luis Fonsi,MARINA,1,['1fLhGF1JfGQYj6EZLndD86']
J Balvin,Metro Boomin,1,['0KPiSFlz5OUCgw7nwvhYWe']
J Balvin,Offset,1,['0KPiSFlz5OUCgw7nwvhYWe']
J Balvin,Wizkid,1,['0KPiSFlz5OUCgw7nwvhYWe']
Bing Crosby,The Andrews Sisters,1,['04vLj9QUXoKdRlsp3gkURo']
Offset,Wizkid,1,['0KPiSFlz5OUCgw7nwvhYWe']
Martin Garrix,Mike Yung,1,['0wUxh6XMc698xPCfgBaPRV']
Nicki Minaj,Tyga,1,['4hXDobvUaXyDFLnmecoY0z']
Swae Lee,Wizkid,1,['0McI9sOmkpfd4E72njtU0G']
Drake,Metro Boomin,1,['304CtPEPYQS6hbM4CubVti']
Drake,Offset,1,['304CtPEPYQS6hbM4CubVti']
Anuel AA,Brytiago,1,['59PYgzOiOjGDzjDT5N5oOX']
Idina Menzel,Michael Bublé,1,['0Ie5uiv54KgCr7P4sYDTHl']
Anuel AA,Darell,1,['59PYgzOiOjGDzjDT5N5oOX']
Anuel AA,Ozuna,1,['59PYgzOiOjGDzjDT5N5oOX']
Brytiago,Daddy Yankee,1,['59PYgzOiOjGDzjDT5N5oOX']
Daddy Yankee,Darell,1,['59PYgzOiOjGDzjDT5N5oOX']
Daddy Yankee,Ozuna,1,['59PYgzOiOjGDzjDT5N5oOX']
Capital Bra,SAMY,1,['71XGMPKmWtVxO7bGcGZhbn']
Capital Bra,XATAR,1,['71XGMPKmWtVxO7bGcGZhbn']
SAMY,XATAR,1,['71XGMPKmWtVxO7bGcGZhbn']
Anuel AA,Romeo Santos,1,['3f5lA8nnc4YYF1qf78WpHw']
(G)I-DLE,Jaira Burns,1,['5sbooPcNgIE22DwO0VNGUJ']
(G)I-DLE,K/DA,1,['5sbooPcNgIE22DwO0VNGUJ']
(G)I-DLE,League of Legends,1,['5sbooPcNgIE22DwO0VNGUJ']
(G)I-DLE,Madison Beer,1,['5sbooPcNgIE22DwO0VNGUJ']
Jaira Burns,K/DA,1,['5sbooPcNgIE22DwO0VNGUJ']
Jaira Burns,League of Legends,1,['5sbooPcNgIE22DwO0VNGUJ']
Jaira Burns,Madison Beer,1,['5sbooPcNgIE22DwO0VNGUJ']
K/DA,League of Legends,1,['5sbooPcNgIE22DwO0VNGUJ']
K/DA,Madison Beer,1,['5sbooPcNgIE22DwO0VNGUJ']
League of Legends,Madison Beer,1,['5sbooPcNgIE22DwO0VNGUJ']
KAROL G,Maluma,1,['4EKZsrsCKyqr64FBHLc0DU']
Anuel AA,Becky G,1,['7dNwJbsT0sg1le5kVugGJb']
Anuel AA,DJ Luian,1,['7dNwJbsT0sg1le5kVugGJb']
Anuel AA,Mambo Kingz,1,['7dNwJbsT0sg1le5kVugGJb']
Anuel AA,Prince Royce,1,['7dNwJbsT0sg1le5kVugGJb']
Becky G,DJ Luian,1,['7dNwJbsT0sg1le5kVugGJb']
Becky G,Mambo Kingz,1,['7dNwJbsT0sg1le5kVugGJb']
Becky G,Prince Royce,1,['7dNwJbsT0sg1le5kVugGJb']
Juice WRLD,Trippie Redd,1,['75lcPkAkUsKWHGBlGM476R']
Salmo,Sfera Ebbasta,1,['7wC76LWyNxaP3hjGzbWOcN']
Fabri Fibra,Salmo,1,['2rgOAX5Cj3pk8JFnaPwJbd']
Kodie Shane,Trippie Redd,1,['0ZPCxNK4DIrF8KqrN3DxfA']
NSTASIA,Salmo,1,['2fkVZYFv9hOejIsLzZy8ad']
Emani 22,Trippie Redd,1,['2lvOt6VAufWlstrqutilVb']
Nitro,Salmo,1,['77F0NNChJGfDBp3fTCWaDc']
Coez,Salmo,1,['4spkZ6gRKh827yp6JI6TN1']
Baby Goth,Trippie Redd,1,['2ppse4DOEFlzaW7Xu3U76r']
Nel-Denarro,Trippie Redd,1,['5Tp5zlCgbwXLMa3pgYsNMl']
Nel-Denarro,YoungBoy Never Broke Again,1,['5Tp5zlCgbwXLMa3pgYsNMl']
Trippie Redd,YoungBoy Never Broke Again,1,['5Tp5zlCgbwXLMa3pgYsNMl']
Barloe Team,Brytiago,1,['6R66bI4nkzvvNba80pWU2t']
Barloe Team,Darell,1,['6R66bI4nkzvvNba80pWU2t']
Camilo,Manuel Turizo,1,['56f5qnyAlZdlz8wrUDA50h']
Camilo,Mau y Ricky,1,['56f5qnyAlZdlz8wrUDA50h']
Manuel Turizo,Mau y Ricky,1,['56f5qnyAlZdlz8wrUDA50h']
Farruko,Pedro Capó,1,['5iwz1NiezX7WWjnCgY5TH4']
Damso,Orelsan,1,['7lhuM9WUqdThw72dCBRmQW']
Little Mix,Sharaya J,1,['6XkEw1h2Hq4fGnSm0JuSIs']
Kendrick Lamar,Mike WiLL Made-It,1,['74wpYGsVh2J13iAmmg1Uln']
Kendrick Lamar,Pharrell Williams,1,['74wpYGsVh2J13iAmmg1Uln']
Mike WiLL Made-It,Pharrell Williams,1,['74wpYGsVh2J13iAmmg1Uln']
Anne-Marie,James Arthur,1,['6mQLN3zRtAp6ovjusyYKrV']
Nicki Minaj,ZAYN,1,['49ATdDBSasXb6wsHdrB2xQ']
Madison Beer,Offset,1,['3WefHNGtjexZvi66ZEx9u4']
B. Swanson Quartet,Frank Sinatra,1,['0SUKNXEqZnRw7g0NO139FM']
MC Gury,MC L da Vinte,1,['3Hb9kUdm4yf839Fle4RIdT']
Bing Crosby,John Scott Trotter & His Orchestra,1,['3XsaSIPWvM61RIFfeb0BBR']
Bing Crosby,Ken Darby Singers,1,['3XsaSIPWvM61RIFfeb0BBR']
John Scott Trotter & His Orchestra,Ken Darby Singers,1,['3XsaSIPWvM61RIFfeb0BBR']
John Lennon,The Harlem Community Choir,1,['3zJw3rugfpVrmBeDDnUYzy']
John Lennon,The Plastic Ono Band,1,['3zJw3rugfpVrmBeDDnUYzy']
John Lennon,Yoko Ono,1,['3zJw3rugfpVrmBeDDnUYzy']
The Harlem Community Choir,The Plastic Ono Band,1,['3zJw3rugfpVrmBeDDnUYzy']
The Harlem Community Choir,Yoko Ono,1,['3zJw3rugfpVrmBeDDnUYzy']
The Plastic Ono Band,Yoko Ono,1,['3zJw3rugfpVrmBeDDnUYzy']
Miley Cyrus,Sean Ono Lennon,1,['5KHzV8Gf3aweIMImliFAOs']
Kanye West,Nicki Minaj,1,['1oJ8EDr2pv94IvSd6ZmDgo']
6ix9ine,Lil Baby,1,['4m5Cd9kAbIxg6t9sMrQWtk']
6ix9ine,Gunna,1,['26jYPsHHSOxCTz4cLt6SbQ']
6ix9ine,TrifeDrew,1,['3uPuEFKEzGTn628CCQZUCF']
Drake,Meek Mill,1,['2IRZnDFmlqMuOrYOLnZZyc']
Mark Ronson,Sean Ono Lennon,1,['5KHzV8Gf3aweIMImliFAOs']
Juice WRLD,Ski Mask The Slump God,1,['74lnM5V6ecvoTPV0fvptx9']
Anuel AA,Fabolous,1,['2tnlNVAhuQGgoFJxALVeXx']
Anuel AA,Meek Mill,1,['2tnlNVAhuQGgoFJxALVeXx']
Fabolous,Meek Mill,1,['2tnlNVAhuQGgoFJxALVeXx']
Cardi B,Meek Mill,1,['3DnZfpfe8wLeJgzc00gKeW']
JAY-Z,Meek Mill,1,['4iQ5gmTAzWfK8JyFC2LBox']
JAY-Z,Rick Ross,1,['4iQ5gmTAzWfK8JyFC2LBox']
Meek Mill,Rick Ross,1,['4iQ5gmTAzWfK8JyFC2LBox']
Lil Baby,Meek Mill,1,['1Szfm2XAx3Kgl55dyl8sTU']
Clean Bandit,Ellie Goulding,1,['3WDIhWoRWVcaHdRwMEHkkS']
Jesse®,Swae Lee,1,['61sqsOPon94ecMskeEXwev']
Jesse®,benny blanco,1,['61sqsOPon94ecMskeEXwev']
Swae Lee,benny blanco,1,['61sqsOPon94ecMskeEXwev']
Kodak Black,Meek Mill,1,['35J4wXQeRuHNOEArMy6FOe']
LX,Sa4,1,['0kLA41xkWzzYzMIEGFuDkP']
Gucci Mane,Offset,1,['2WqTKOAUmv7hz9ZzGnXHrY']
Lil Baby,Offset,1,['2WqTKOAUmv7hz9ZzGnXHrY']
Lil Baby,Ski Mask The Slump God,1,['6RiMRVxOiEYd4QSu1cxrls']
Future,Meek Mill,1,['6cPnE82DKBLd7sg02ZNg8K']
Future,Roddy Ricch,1,['6cPnE82DKBLd7sg02ZNg8K']
Meek Mill,Roddy Ricch,1,['6cPnE82DKBLd7sg02ZNg8K']
Meek Mill,Young Thug,1,['6cPnE82DKBLd7sg02ZNg8K']
Roddy Ricch,Young Thug,1,['6cPnE82DKBLd7sg02ZNg8K']
2 Chainz,Gucci Mane,1,['3zxiTHxE4MxwuYf8aLQ9ax']
2 Chainz,Lil Baby,1,['3zxiTHxE4MxwuYf8aLQ9ax']
Skrillex,Travis Scott,1,['0u695M7KyzXaPIjpEbxOkB']
Kirsty MacColl,The Pogues,1,['3VTNVsTTu05dmTsVFrmGpK']
Ariana Grande,Liz Gillies,1,['6YJdPrH3i2POzu7hdHIRrb']
Brett Eldredge,Meghan Trainor,1,['5Q2P43CJra0uRAogjHyJDK']
Eartha Kitt,Henri René and His Orchestra,1,['1foCxQtxBweJtZmdxhEHVO']
Kanye West,Travis Barker,1,['0T6RSXxFhW8dRTWHI604ld']
Kanye West,XXXTENTACION,1,['0T6RSXxFhW8dRTWHI604ld']
Brendon Urie,Juice WRLD,1,['1KVczjazCcCCgM3gXXUl47']
Brendon Urie,benny blanco,1,['1KVczjazCcCCgM3gXXUl47']
Juice WRLD,benny blanco,1,['1KVczjazCcCCgM3gXXUl47']
Marshmello,Roddy Ricch,1,['0PowxVSTY2uh1CPc8EPKyX']
Blake Shelton,Gwen Stefani,1,['2OQ6a4CfUeYskpTTgyawyJ']
Michael Bublé,Shania Twain,1,['2gbCG4Rt9984UZ7Tc0dIFd']
Mitchell Ayres & His Orchestra,Perry Como,1,['6IeK3Ap5m3HabwJxgI6eSE']
Mitchell Ayres & His Orchestra,The Fontane Sisters,1,['6IeK3Ap5m3HabwJxgI6eSE']
Perry Como,The Fontane Sisters,1,['6IeK3Ap5m3HabwJxgI6eSE']
Juice WRLD,Kodak Black,1,['4KX8vXbouybtUptEyYxtIk']
Daniel Caesar,H.E.R.,1,['1RMJOxR6GRPsBHL8qeC2ux']
The Chainsmokers,Winona Oak,1,['4BiiOzZCrXEzHRLYcYFiD5']
Anuel AA,Bantu,1,['4Uy3kNxW2kB8AEoXljEcth']
Anuel AA,Nicki Minaj,1,['4Uy3kNxW2kB8AEoXljEcth']
Bantu,Nicki Minaj,1,['4Uy3kNxW2kB8AEoXljEcth']
Alan Walker,Sorana,1,['0lG6QM1jjbbX5UUn3DPmrZ']
Lil Wayne,Ty Dolla $ign,1,['3vWzyGTu6Ovo1GdrcJqH6e']
Ty Dolla $ign,XXXTENTACION,1,['3vWzyGTu6Ovo1GdrcJqH6e']
Anuel AA,Haze,1,['1LiN0Z98FkR1t0m8KmLcAH']
A Boogie Wit da Hoodie,Offset,1,['0jAfdqv18goRTUxm3ilRjb']
A Boogie Wit da Hoodie,Tyga,1,['0jAfdqv18goRTUxm3ilRjb']
A Boogie Wit da Hoodie,Juice WRLD,1,['3L19besdNQzd342qL78xqm']
Azet,Zuna,1,['31Zs71Yb7YoPlFx2p1uKRX']
Humberto & Ronaldo,Jerry Smith,1,['0PaAB17axL9hn88mHiw8g0']
Camila Cabello,Young Thug,1,['1rfofaqEpACxVEHIZBJe6W']
Marshmello,Selena Gomez,1,['0tBbt8CrmxbjRP0pueQkyU']
Ed Sheeran,Eminem,1,['1cS0TgbR263ey9jn0MwD2s']
Demi Lovato,Luis Fonsi,1,['2hl6q70unbviGo3g1R7uFx']
Maroon 5,SZA,1,['0WdGQhoAP2LBsqr5Jhit2g']
G-Eazy,Halsey,1,['5k38wzpLb15YgncyWdTZE4']
Daddy Yankee,Justin Bieber,1,['1vnnXMrBeEWiRg3YCMCjQq']
Annie Lennox,Dave Stewart,1,['1TfqLAPs4K3s2rJMoCokcS']
Justin Bieber,Luis Fonsi,1,['1vnnXMrBeEWiRg3YCMCjQq']
Maluma,Nego do Borel,1,['5cepAtqnEQ6yVG6088zMMu']
Khalid,Marshmello,1,['7vGuf3Y35N4wmASOKLUVVU']
NATTI NATASHA,Ozuna,1,['6Za3190Sbw39BBC77WSS1C']
Annie Lennox,Eurythmics,1,['1TfqLAPs4K3s2rJMoCokcS']
A$AP Rocky,Cardi B,1,['2DQ1ITjI0YoLFzuADN1ZBW']
Maxwell,Sa4,1,['0kLA41xkWzzYzMIEGFuDkP']
DENNIS,MC Kevinho,1,['5yH8pYxNckOU1cxfPsMIaz']
Beyoncé,Ed Sheeran,1,['1bhUWB0zJMIKr9yVPrkEuI']
Dave Stewart,Eurythmics,1,['1TfqLAPs4K3s2rJMoCokcS']
21 Savage,Post Malone,1,['0e7ipj03S05BNilyu5bRzt']
Florida Georgia Line,Hailee Steinfeld,1,['5Gu0PDLN4YJeW75PpBSg9p']
Bad Bunny,Prince Royce,1,['5hcisvFMidkMJlElTO9Qmw']
DJ Luian,J Balvin,1,['5hcisvFMidkMJlElTO9Qmw']
Michael Bublé,The Puppini Sisters,1,['3nfxV3jfRcRWISwek49LTg']
A$AP Rocky,G-Eazy,1,['2DQ1ITjI0YoLFzuADN1ZBW']
J Balvin,Mambo Kingz,1,['5hcisvFMidkMJlElTO9Qmw']
J Balvin,Prince Royce,1,['5hcisvFMidkMJlElTO9Qmw']
Cardi B,G-Eazy,1,['2DQ1ITjI0YoLFzuADN1ZBW']
Alesso,Florida Georgia Line,1,['5Gu0PDLN4YJeW75PpBSg9p']
Alesso,Hailee Steinfeld,1,['5Gu0PDLN4YJeW75PpBSg9p']
Alesso,WATT,1,['5Gu0PDLN4YJeW75PpBSg9p']
LX,Maxwell,1,['0kLA41xkWzzYzMIEGFuDkP']
Jessie J,,0,[]
Céline Dion,,0,[]
Carpenters,,0,[]
Donny Hathaway,,0,[]
Eagles,,0,[]
Band Aid 30,,0,[]
Devin Dawson,,0,[]
Tom Petty and the Heartbreakers,,0,[]
Thurl Ravenscroft,,0,[]
Jona Lewie,,0,[]
Destiny's Child,,0,[]
Vince Guaraldi Trio,,0,[]
Pretenders,,0,[]
Kay Starr,,0,[]
Mel & Kim,,0,[]
Nat King Cole Trio,,0,[]
NF,,0,[]
Portugal. The Man,,0,[]
Danny Ocean,,0,[]
Big Shaq,,0,[]
Axwell /\ Ingrosso,,0,[]
Outkast,,0,[]
Foster The People,,0,[]
The Jackson 5,,0,[]
Bee Gees,,0,[]
Earth Wind & Fire,,0,[]
P!nk,,0,[]
Childish Gambino,,0,[]
Daryl Hall & John Oates,,0,[]
MC's Jhowzinho & Kadinho,,0,[]
The Clash,,0,[]
Niall Horan,,0,[]
Stevie Wonder,,0,[]
TOTO,,0,[]
Journey,,0,[]
AC/DC,,0,[]
Loren Allred,,0,[]
Harry Styles,,0,[]
Matt Terry,,0,[]
The Killers,,0,[]
Oasis,,0,[]
Sam Hunt,,0,[]
The Cranberries,,0,[]
Lean Trap,,0,[]
Ramz,,0,[]
Jojo Maronttinni,,0,[]
Fall Out Boy,,0,[]
Dj Kass,,0,[]
CHVRCHES,,0,[]
Red Velvet,,0,[]
SOB X RBE,,0,[]
Jorja Smith,,0,[]
James Bay,,0,[]
MC Loma e As Gêmeas Lacração,,0,[]
Adele,,0,[]
Christina Perri,,0,[]
Passenger,,0,[]
The Goo Goo Dolls,,0,[]
Lord Huron,,0,[]
Muse,,0,[]
Tom Walker,,0,[]
Glades,,0,[]
5 Seconds of Summer,,0,[]
Janelle Monáe,,0,[]
Jason Mraz,,0,[]
j-hope,,0,[]
Olly Alexander (Years & Years),,0,[]
HRVY,,0,[]
Dennis Lloyd,,0,[]
King Princess,,0,[]
Thomas Rhett,,0,[]
Panic! At The Disco,,0,[]
George Ezra,,0,[]
Calum Scott,,0,[]
Dan + Shay,,0,[]
Tyler The Creator,,0,[]
Boef,,0,[]
Zé Neto & Cristiano,,0,[]
Florence + The Machine,,0,[]
Jorge & Mateus,,0,[]
Mason Ramsey,,0,[]
MC WM,,0,[]
Arctic Monkeys,,0,[]
John Mayer,,0,[]
Dark Polo Gang,,0,[]
Netta,,0,[]
Eleni Foureira,,0,[]
MIKOLAS,,0,[]
Michael Schulte,,0,[]
Kane Brown,,0,[]
Benjamin Ingrosso,,0,[]
Luis Miguel,,0,[]
Aldair Playboy,,0,[]
The 1975,,0,[]
MC Bruninho,,0,[]
Ella Mai,,0,[]
The Carters,,0,[]
PNL,,0,[]
Alec Benjamin,,0,[]
Twenty One Pilots,,0,[]
Baddiel Skinner & Lightning Seeds,,0,[]
Street Rappers,,0,[]
Vance Joy,,0,[]
LANY,,0,[]
Dean Lewis,,0,[]
Aitana,,0,[]
Don Khuma,,0,[]
Trío Los Josefinos,,0,[]
Tropijazz,,0,[]
Robyn,,0,[]
Sheck Wes,,0,[]
Armin van Buuren,,0,[]
Aretha Franklin,,0,[]
Lele Pons,,0,[]
a-ha,,0,[]
Bring Me The Horizon,,0,[]
Bryce Vine,,0,[]
Why Don't We,,0,[]
Paul Rosenberg,,0,[]
Lil Mosey,,0,[]
Russ,,0,[]
Lukas Graham,,0,[]
Flipp Dinero,,0,[]
Lana Del Rey,,0,[]
Marília Mendonça,,0,[]
Aminé,,0,[]
Mumford & Sons,,0,[]
BROCKHAMPTON,,0,[]
Avril Lavigne,,0,[]
Ava Max,,0,[]
Lauren Daigle,,0,[]
Bryant Myers,,0,[]
KEVIN ROLDAN,,0,[]
RM,,0,[]
Lauren Jauregui,,0,[]
Morat,,0,[]
Ray Parker Jr.,,0,[]
The Citizens of Halloween,,0,[]
Blue Öyster Cult,,0,[]
Marilyn Manson,,0,[]
DJ Jazzy Jeff & The Fresh Prince,,0,[]
Carly Rae Jepsen,,0,[]
EXO,,0,[]
Mariah Carey,,0,[]
JENNIE,,0,[]
Wham!,,0,[]
Wisin & Yandel,,0,[]
Brenda Lee,,0,[]
Bobby Helms,,0,[]
Andy Williams,,0,[]
Band Aid,,0,[]
MERO,,0,[]
Paul McCartney,,0,[]
Chris Rea,,0,[]
Nat King Cole,,0,[]
Kelly Clarkson,,0,[]
José Feliciano,,0,[]
Burl Ives,,0,[]
Dean Martin,,0,[]
Britney Spears,,0,[]
Stan Kenton,,0,[]
The Ronettes,,0,[]
Elvis Presley,,0,[]
Shakin' Stevens,,0,[]
Pentatonix,,0,[]
Kylie Minogue,,0,[]
Tony Bennett,,0,[]
Chuck Berry,,0,[]
John Williams,,0,[]
*NSYNC,,0,[]
Bruce Springsteen,,0,[]
Peter Manos,,0,[]
Darlene Love,,0,[]
