spotify_track_id,song,artist,genres,parent_genres,album,time,all_streams,years_on_chart,song_type
2GPTiPR5db727wu1tFvFt4,New Again,Kanye West,rap,Hip Hop,Donda,03:03,10967462,2021,Solo
2Gjt4rUHBUH0rMKpBg0hF4,Disco Arranhado - Funk Remix,"Malu,DJ Lucas Beat","arrocha, piseiro, brega, forró, funk, seresta, agronejo, sertanejo",Country,Disco Arranhado (Funk Remix),02:05,57728893,2021,Collaboration
2Gk6fi0dqt91NKvlzGsmm7,SAY MY GRACE (feat. Travis Scott),"Offset,Travis Scott",rap,Hip Hop,SET IT OFF,02:53,23827132,2023,Collaboration
2Gl0FzuLxflY6nPifJp5Dr,First Time,"Kygo,Ellie Goulding","tropical house, ",Electronic,First Time,03:13,208209400,2017,Collaboration
2Gq636OOGgxCTqEuzCZhsa,"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap,Tiago PZK","argentine trap, trap latino, urbano latino",Hip Hop,"Tiago PZK: Bzrp Music Sessions, Vol. 48",02:40,171297261,2021,Collaboration
2Gq636OOGgxCTqEuzCZhsa,"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap,Tiago PZK","argentine trap, trap latino, urbano latino",Hip Hop,"Tiago PZK: Bzrp Music Sessions, Vol. 48",02:40,171297261,2022,Collaboration
2H1liABu20HXBOmbt5SQz1,Ciumeira - Ao Vivo,Marília Mendonça,"sertanejo, sertanejo universitário, arrocha, forró",Country,Ciumeira (ao Vivo),03:10,16771921,2018,Solo
2H1liABu20HXBOmbt5SQz1,Ciumeira - Ao Vivo,Marília Mendonça,"sertanejo, sertanejo universitário, arrocha, forró",Country,Ciumeira (ao Vivo),03:10,16771921,2019,Solo
2H2ytI7ompfNmRkI2sq8Uk,I LUV IT (feat. Playboi Carti),"Camila Cabello,Playboi Carti","pop, rage rap",Pop,I LUV IT (feat. Playboi Carti),02:54,15815952,2024,Collaboration
2H3wWrnO758y0fPH7Ilerg,Depression & Obsession,XXXTENTACION,emo rap,Hip Hop,17,02:24,20119642,2017,Solo
2H3wWrnO758y0fPH7Ilerg,Depression & Obsession,XXXTENTACION,emo rap,Hip Hop,17,02:24,20119642,2018,Solo
2H7jZg2HliuQhZjfBblLrZ,Sommergewitter,Pashanim,german hip hop,Hip Hop,Sommergewitter,02:18,26325464,2021,Solo
2HBBM75Xv3o2Mqdyh1NcM0,Heavy Is the Crown,Linkin Park,"nu metal, rap metal, rock, alternative metal",Metal,From Zero,02:47,57292611,2024,Solo
2HGymMoOdB4ZYv0AAqYmgF,Famous,Mason Ramsey,country,Country,Famous,03:12,12521721,2018,Solo
2HRgqmZQC0MC7GeNuDIXHN,Seven (feat. Latto) (Explicit Ver.),"Jung Kook,Latto","k-pop, ",Pop,GOLDEN,03:03,1254374938,2023,Collaboration
2HRgqmZQC0MC7GeNuDIXHN,Seven (feat. Latto) (Explicit Ver.),"Jung Kook,Latto","k-pop, ",Pop,GOLDEN,03:03,1254374938,2024,Collaboration
2HSmyk2qMN8WQjuGhaQgCk,Champagne Poetry,Drake,"rap, hip hop",Hip Hop,Certified Lover Boy,05:36,70177141,2021,Solo
2HYFX63wP3otVIvopRS99Z,Houdini,Eminem,"rap, hip hop",Hip Hop,Houdini,03:47,224091036,2024,Solo
2HZLXBOnaSRhXStMLrq9fD,Mary On A Cross,Ghost,"metal, hard rock",Rock,Seven Inches Of Satanic Panic,04:04,44751878,2022,Solo
2HbKqm4o0w5wEeEFXm2sD4,Money Trees,"Kendrick Lamar,Jay Rock","hip hop, west coast hip hop, ",Hip Hop,"good kid, m.A.A.d city",06:26,815019482,2020,Collaboration
2HbKqm4o0w5wEeEFXm2sD4,Money Trees,"Kendrick Lamar,Jay Rock","hip hop, west coast hip hop, ",Hip Hop,"good kid, m.A.A.d city",06:26,815019482,2022,Collaboration
2HbKqm4o0w5wEeEFXm2sD4,Money Trees,"Kendrick Lamar,Jay Rock","hip hop, west coast hip hop, ",Hip Hop,"good kid, m.A.A.d city",06:26,815019482,2023,Collaboration
2HbKqm4o0w5wEeEFXm2sD4,Money Trees,"Kendrick Lamar,Jay Rock","hip hop, west coast hip hop, ",Hip Hop,"good kid, m.A.A.d city",06:26,815019482,2024,Collaboration
2Hc1LaV6bzFil3dE71eORA,Aye (feat. Travis Scott),"Lil Uzi Vert,Travis Scott","melodic rap, rap",Hip Hop,Pink Tape,03:27,15671274,2023,Collaboration
2Hh3ETdQKrmSI3QS0hme7g,Too Many Nights (feat. Don Toliver & with Future),"Metro Boomin,Future,Don Toliver","rap, ",Hip Hop,HEROES & VILLAINS,03:19,788570540,2022,Collaboration
2Hh3ETdQKrmSI3QS0hme7g,Too Many Nights (feat. Don Toliver & with Future),"Metro Boomin,Future,Don Toliver","rap, ",Hip Hop,HEROES & VILLAINS,03:19,788570540,2023,Collaboration
2Hh3ETdQKrmSI3QS0hme7g,Too Many Nights (feat. Don Toliver & with Future),"Metro Boomin,Future,Don Toliver","rap, ",Hip Hop,HEROES & VILLAINS,03:19,788570540,2024,Collaboration
2IA8cFA46DkjgbsRG7kKbp,Baby,"Amenazzy,Nicky Jam,Farruko","trap latino, reggaeton, dembow, urbano latino, latin",Latin,Baby,03:55,29010937,2019,Collaboration
2IDf0IZ9dfw0uDYV2n1bJc,DEJA VU,"Luan Santana,Ana Castela","sertanejo, sertanejo universitário, arrocha, agronejo, piseiro",Country,DEJA VU,03:19,67392201,2023,Collaboration
2IDf0IZ9dfw0uDYV2n1bJc,DEJA VU,"Luan Santana,Ana Castela","sertanejo, sertanejo universitário, arrocha, agronejo, piseiro",Country,DEJA VU,03:19,67392201,2024,Collaboration
2IESJGeddbtwiVr4ug0SN3,VVS,"Peso Pluma,Edgardo Nuñez,Los Dareyes De La Sierra","corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, electro corridos, banda, sierreño",Latin,GÉNESIS,02:42,25333188,2023,Collaboration
2IKJtXeR5UsaUjZB46fTOK,six thirty,Ariana Grande,pop,Pop,Positions,03:03,12462274,2020,Solo
2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),"Meek Mill,Drake","rap, hip hop",Hip Hop,Championships,03:00,518669657,2018,Collaboration
2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),"Meek Mill,Drake","rap, hip hop",Hip Hop,Championships,03:00,518669657,2019,Collaboration
2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),"Meek Mill,Drake","rap, hip hop",Hip Hop,Championships,03:00,518669657,2020,Collaboration
2ISl1zekPsc26sUQpVt8UB,Merry Christmas Everyone - Remastered,Shakin' Stevens,"christmas, rockabilly",Jazz,Merry Christmas Everyone,03:40,44251851,2017,Solo
2ISl1zekPsc26sUQpVt8UB,Merry Christmas Everyone - Remastered,Shakin' Stevens,"christmas, rockabilly",Jazz,Merry Christmas Everyone,03:40,44251851,2018,Solo
2IePEfMAtqWS6rLXXFZIgI,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)","Internet Money,Gunna,Don Toliver,Lil Uzi Vert",melodic rap,Hip Hop,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",03:44,25544225,2021,Collaboration
2Imq77E6CEJR5TPUxlJvTY,All The Stars (with SZA),"Kendrick Lamar,SZA","hip hop, west coast hip hop, r&b",Hip Hop,Black Panther The Album Music From And Inspired By,03:52,71377350,2018,Collaboration
2InS5VWKJQbsFBKOsf1cJB,Let's Go 4,"Dj GBR,Mc IG,MC Ryan SP,MC PH,Mc Davi,Mc Luki,Mc Don Juan,Mc Kadu,TrapLaudo,MC GP,MC GH do 7","funk, brazilian funk, funk consciente, trap funk, brazilian trap",Hip Hop,Let's Go 4,10:41,310109136,2023,Collaboration
2InS5VWKJQbsFBKOsf1cJB,Let's Go 4,"Dj GBR,Mc IG,MC Ryan SP,MC PH,Mc Davi,Mc Luki,Mc Don Juan,Mc Kadu,TrapLaudo,MC GP,MC GH do 7","funk, brazilian funk, funk consciente, trap funk, brazilian trap",Hip Hop,Let's Go 4,10:41,310109136,2024,Collaboration
2IwbW2jd0Ncv99Aroe77Ru,Crown,Kendrick Lamar,"hip hop, west coast hip hop",Hip Hop,Mr. Morale & The Big Steppers,04:24,12654671,2022,Solo
2J0X46UkpfLlWbuCXFgDLr,Waste It On Me (feat. BTS),"Steve Aoki,BTS","electro house, edm, k-pop",Electronic,Neon Future III,03:12,24283613,2018,Collaboration
2J4P46vCFm1rPkNkp9pZWX,Ice Cream (with Selena Gomez),"BLACKPINK,Selena Gomez","k-pop, pop",Pop,Ice Cream (with Selena Gomez),02:55,94168111,2020,Collaboration
2J6OF7CkpdQGSfm1wdclqn,Clouded,Brent Faiyaz,r&b,R&B,Fuck The World,01:50,16432218,2023,Solo
2JPLbjOn0wPCngEot2STUS,Yonaguni,Bad Bunny,"reggaeton, trap latino, latin, urbano latino",Latin,Yonaguni,03:26,1105209834,2021,Solo
2JPLbjOn0wPCngEot2STUS,Yonaguni,Bad Bunny,"reggaeton, trap latino, latin, urbano latino",Latin,Yonaguni,03:26,1105209834,2022,Solo
2JPLbjOn0wPCngEot2STUS,Yonaguni,Bad Bunny,"reggaeton, trap latino, latin, urbano latino",Latin,Yonaguni,03:26,1105209834,2023,Solo
2JTir3y1VuJQmexiTCMcTP,Recairei - Ao Vivo,Os Barões Da Pisadinha,"piseiro, forró, sertanejo, arrocha, brega, tecnobrega, agronejo, sertanejo universitário",Country,Piseiro 2020 Ao Vivo,02:46,54749963,2020,Solo
2JTir3y1VuJQmexiTCMcTP,Recairei - Ao Vivo,Os Barões Da Pisadinha,"piseiro, forró, sertanejo, arrocha, brega, tecnobrega, agronejo, sertanejo universitário",Country,Piseiro 2020 Ao Vivo,02:46,54749963,2021,Solo
2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,J. Cole,rap,Hip Hop,MIDDLE CHILD,03:33,505742320,2019,Solo
2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,J. Cole,rap,Hip Hop,MIDDLE CHILD,03:33,505742320,2020,Solo
2K1CQMoG2Dy5nmeOYnhoi8,Poblado - Remix,"J Balvin,KAROL G,Nicky Jam,Crissin,Totoy El Frio,Natan & Shander","reggaeton, latin, urbano latino",Latin,JOSE,06:32,31527815,2021,Collaboration
2K9kZpwD2CzTa6iiSYYOoO,Leão,Marília Mendonça,"sertanejo, sertanejo universitário, arrocha, forró",Country,"Decretos Reais, Vol. 2",02:46,362115811,2022,Solo
2K9kZpwD2CzTa6iiSYYOoO,Leão,Marília Mendonça,"sertanejo, sertanejo universitário, arrocha, forró",Country,"Decretos Reais, Vol. 2",02:46,362115811,2023,Solo
2KLwPaRDOB87XOYAT2fgxh,Pussy & Millions (feat. Travis Scott),"Drake,21 Savage,Travis Scott","rap, hip hop",Hip Hop,Her Loss,04:02,75346556,2022,Collaboration
2KcNrONbZ0hvBPjvrDO2tx,ALMAS GEMELAS,Myke Towers,"reggaeton, trap latino, urbano latino",Latin,ALMAS GEMELAS,03:55,65828346,2021,Solo
2KnLkZ3z7PO3kgVGHGqDpD,It'll Be Okay,Shawn Mendes,pop,Pop,It'll Be Okay,03:42,101276673,2021,Solo
2KnLkZ3z7PO3kgVGHGqDpD,It'll Be Okay,Shawn Mendes,pop,Pop,It'll Be Okay,03:42,101276673,2022,Solo
2KoHxhRyWxJzA0VafWd5Nk,My Oasis (feat. Burna Boy),"Sam Smith,Burna Boy","soft pop, afrobeats, afrobeat, afropop, afroswing, dancehall, afropiano",Traditional music,My Oasis (feat. Burna Boy),02:59,24282141,2020,Collaboration
2KslE17cAJNHTsI2MI0jb2,Standing Next to You,Jung Kook,k-pop,Pop,GOLDEN,03:26,987645856,2023,Solo
2KslE17cAJNHTsI2MI0jb2,Standing Next to You,Jung Kook,k-pop,Pop,GOLDEN,03:26,987645856,2024,Solo
2KvHC9z14GSl4YpkNMX384,Do Not Disturb,Drake,"rap, hip hop",Hip Hop,More Life,04:43,26600274,2017,Solo
2KwojFDebQV4J2b0JMRR5Q,Is That For Me,"Alesso,Anitta","edm, brazilian pop, funk pop, funk carioca, funk, pagode baiano",Pop,Is That For Me,02:49,14359268,2017,Collaboration
2L9QLAhrvtP4EYg1lY0Tnw,Rudolph The Red-Nosed Reindeer,Dean Martin,"christmas, adult standards, big band, swing music",Easy listening,A Winter Romance,02:15,67770389,2018,Solo
2L9QLAhrvtP4EYg1lY0Tnw,Rudolph The Red-Nosed Reindeer,Dean Martin,"christmas, adult standards, big band, swing music",Easy listening,A Winter Romance,02:15,67770389,2019,Solo
2L9QLAhrvtP4EYg1lY0Tnw,Rudolph The Red-Nosed Reindeer,Dean Martin,"christmas, adult standards, big band, swing music",Easy listening,A Winter Romance,02:15,67770389,2020,Solo
2L9QLAhrvtP4EYg1lY0Tnw,Rudolph The Red-Nosed Reindeer,Dean Martin,"christmas, adult standards, big band, swing music",Easy listening,A Winter Romance,02:15,67770389,2021,Solo
2L9QLAhrvtP4EYg1lY0Tnw,Rudolph The Red-Nosed Reindeer,Dean Martin,"christmas, adult standards, big band, swing music",Easy listening,A Winter Romance,02:15,67770389,2022,Solo
2L9QLAhrvtP4EYg1lY0Tnw,Rudolph The Red-Nosed Reindeer,Dean Martin,"christmas, adult standards, big band, swing music",Easy listening,A Winter Romance,02:15,67770389,2023,Solo
2L9QLAhrvtP4EYg1lY0Tnw,Rudolph The Red-Nosed Reindeer,Dean Martin,"christmas, adult standards, big band, swing music",Easy listening,A Winter Romance,02:15,67770389,2024,Solo
2LSsSV7V33wM9EKQA2xjGS,Con La Brisa,"Foudeqush,Ludwig Göransson",soundtrack,Easy listening,Black Panther: Wakanda Forever - Music From and Inspired By,02:47,12559820,2022,Collaboration
2LTlO3NuNVN70lp2ZbVswF,FEEL.,Kendrick Lamar,"hip hop, west coast hip hop",Hip Hop,DAMN.,03:34,36750553,2017,Solo
2LawezPeJhN4AWuSB0GtAU,Have You Ever Seen The Rain,Creedence Clearwater Revival,"classic rock, southern rock, country rock",Rock,Pendulum (Expanded Edition),02:40,715542740,2023,Solo
2LawezPeJhN4AWuSB0GtAU,Have You Ever Seen The Rain,Creedence Clearwater Revival,"classic rock, southern rock, country rock",Rock,Pendulum (Expanded Edition),02:40,715542740,2024,Solo
2LskIZrCeLxRvCiGP8gxlh,Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION,Lil Pump,Swae Lee,Maluma","emo rap, reggaeton, latin, urbano latino",Hip Hop,Arms Around You (feat. Maluma & Swae Lee),03:18,290810103,2018,Collaboration
2LskIZrCeLxRvCiGP8gxlh,Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION,Lil Pump,Swae Lee,Maluma","emo rap, reggaeton, latin, urbano latino",Hip Hop,Arms Around You (feat. Maluma & Swae Lee),03:18,290810103,2019,Collaboration
2Lumsra3kuU61wXkEKzKaK,Disco,Surf Curse,indie,Rock,Disco,02:32,89605891,2024,Solo
2MAk9ErHJIxgBZRXocHhly,To Ashes and Blood - from the series Arcane League of Legends,"Arcane,League of Legends,Woodkid",chamber pop,Pop,Arcane League of Legends: Season 2 (Soundtrack from the Animated Series),04:05,12291076,2024,Collaboration
2MZQAvsA7aZDssppBLRxYp,Batom de Cereja - Ao Vivo,Israel & Rodolffo,"sertanejo, sertanejo universitário, piseiro, agronejo, arrocha",Country,"Aqui e Agora, Vol.1 (Ao Vivo)",02:20,117990636,2021,Solo
2MbdDtCv5LUVjYy9RuGTgC,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow,Tory Lanez,DaBaby,Lil Wayne","rap, hip hop",Hip Hop,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]",03:47,263981712,2020,Collaboration
2MlOUXmcofMackX3bxfSwi,Jerusalema (feat. Nomcebo Zikode),"Master KG,Nomcebo Zikode","amapiano, gqom, afrobeats, ",R&B,Jerusalema,05:42,75592365,2020,Collaboration
2MlOUXmcofMackX3bxfSwi,Jerusalema (feat. Nomcebo Zikode),"Master KG,Nomcebo Zikode","amapiano, gqom, afrobeats, ",R&B,Jerusalema,05:42,75592365,2021,Collaboration
2MnLkFqY9Rpg9s3Zv6ZJdK,Botella Tras Botella,"Gera MX,Christian Nodal","mexican hip hop, latin hip hop, banda, ranchera, mariachi, norteño, música mexicana, grupera",Latin,Botella Tras Botella,03:17,243023026,2021,Collaboration
2MnLkFqY9Rpg9s3Zv6ZJdK,Botella Tras Botella,"Gera MX,Christian Nodal","mexican hip hop, latin hip hop, banda, ranchera, mariachi, norteño, música mexicana, grupera",Latin,Botella Tras Botella,03:17,243023026,2022,Collaboration
2MuMD298IpYqKF367wegUd,Homicide (feat. Eminem),"Logic,Eminem","rap, hip hop",Hip Hop,Confessions of a Dangerous Mind,04:05,84331632,2019,Collaboration
2MuWTIM3b0YEAskbeeFE1i,Master Of Puppets,Metallica,"metal, thrash metal, rock, heavy metal, hard rock",Rock,Master Of Puppets (Remastered),08:35,94189680,2022,Solo
2N0SPREDYqILVEFSsWF5N5,Love Me Again,V,k-pop,Pop,Layover,03:02,1054467240,2023,Solo
2N0SPREDYqILVEFSsWF5N5,Love Me Again,V,k-pop,Pop,Layover,03:02,1054467240,2024,Solo
2NFadq6pUeiVEihLvUlOSr,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Bizarrap,Rauw Alejandro","argentine trap, trap latino, urbano latino, reggaeton, latin",Hip Hop,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",03:11,145707028,2023,Collaboration
2NM0qHzx4Ohy8iXHEEgwlO,Having Our Way (feat. Drake),"Migos,Drake","trap, rap, hip hop",Hip Hop,Culture III,04:38,23017372,2021,Collaboration
2NMjggapJcXXM7WccGEBUO,Enséñame a Bailar,Bad Bunny,"reggaeton, trap latino, latin, urbano latino",Latin,Un Verano Sin Ti,02:56,102336881,2022,Solo
2NWaWZZLFMcr5P4uI2KvWy,En El Radio Un Cochinero,Victor Cibrian,"corrido, corridos bélicos, corridos tumbados, banda",Latin,En El Radio Un Cochinero,03:43,24115418,2022,Solo
2Na0z2gfN67Rzf0vp74Wi3,Lose You,Drake,"rap, hip hop",Hip Hop,More Life,05:05,16905511,2017,Solo
2O223PoYCkIPSsE4cmnr9v,TQM,Fuerza Regida,"corrido, corridos tumbados, corridos bélicos, música mexicana, banda, electro corridos, sierreño, sad sierreño",Latin,Pa las Baby's Y Belikeada,02:37,29655902,2023,Solo
2O3MQ6H3gjrIWDcpeTrikT,"Santa, Can’t You Hear Me","Kelly Clarkson,Ariana Grande","christmas, pop",Jazz,When Christmas Comes Around...,04:02,162052774,2021,Collaboration
2O3MQ6H3gjrIWDcpeTrikT,"Santa, Can’t You Hear Me","Kelly Clarkson,Ariana Grande","christmas, pop",Jazz,When Christmas Comes Around...,04:02,162052774,2022,Collaboration
2O3MQ6H3gjrIWDcpeTrikT,"Santa, Can’t You Hear Me","Kelly Clarkson,Ariana Grande","christmas, pop",Jazz,When Christmas Comes Around...,04:02,162052774,2023,Collaboration
2O3MQ6H3gjrIWDcpeTrikT,"Santa, Can’t You Hear Me","Kelly Clarkson,Ariana Grande","christmas, pop",Jazz,When Christmas Comes Around...,04:02,162052774,2024,Collaboration
2O4Bb2WCkjlTPO827OnBMI,EASY,LE SSERAFIM,k-pop,Pop,EASY,02:44,79217394,2024,Solo
2OALaHcDdKkjYEpAr0Qzab,Lonely Together (feat. Rita Ora),"Avicii,Rita Ora","edm, ",Electronic,AVĪCI (01),03:01,335238632,2017,Collaboration
2OALaHcDdKkjYEpAr0Qzab,Lonely Together (feat. Rita Ora),"Avicii,Rita Ora","edm, ",Electronic,AVĪCI (01),03:01,335238632,2018,Collaboration
2OQ6a4CfUeYskpTTgyawyJ,You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani,Blake Shelton",country,Country,You Make It Feel Like Christmas,02:36,148210122,2018,Collaboration
2OQ6a4CfUeYskpTTgyawyJ,You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani,Blake Shelton",country,Country,You Make It Feel Like Christmas,02:36,148210122,2019,Collaboration
2OQ6a4CfUeYskpTTgyawyJ,You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani,Blake Shelton",country,Country,You Make It Feel Like Christmas,02:36,148210122,2020,Collaboration
2OQ6a4CfUeYskpTTgyawyJ,You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani,Blake Shelton",country,Country,You Make It Feel Like Christmas,02:36,148210122,2021,Collaboration
2OQ6a4CfUeYskpTTgyawyJ,You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani,Blake Shelton",country,Country,You Make It Feel Like Christmas,02:36,148210122,2022,Collaboration
2OQ6a4CfUeYskpTTgyawyJ,You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani,Blake Shelton",country,Country,You Make It Feel Like Christmas,02:36,148210122,2023,Collaboration
2OQ6a4CfUeYskpTTgyawyJ,You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani,Blake Shelton",country,Country,You Make It Feel Like Christmas,02:36,148210122,2024,Collaboration
2OWv3lRR8PtOVuHWzQNRs2,ROMPE LA DOMPE,"Peso Pluma,Junior H,Oscar Maydon","corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, electro corridos, banda, sierreño",Latin,ROMPE LA DOMPE,02:45,83942286,2023,Collaboration
2OWv3lRR8PtOVuHWzQNRs2,ROMPE LA DOMPE,"Peso Pluma,Junior H,Oscar Maydon","corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, electro corridos, banda, sierreño",Latin,ROMPE LA DOMPE,02:45,83942286,2024,Collaboration
2OvV4NjEBRE9v8Oo7QeUCq,Jump (with Trippie Redd),"Julia Michaels,Trippie Redd",melodic rap,Hip Hop,Jump (with Trippie Redd),03:27,16040069,2018,Collaboration
2Oycxb8QbPkpHTo8ZrmG0B,Prisoner (feat. Dua Lipa),"Miley Cyrus,Dua Lipa",pop,Pop,Plastic Hearts,02:49,311583953,2020,Collaboration
2Oycxb8QbPkpHTo8ZrmG0B,Prisoner (feat. Dua Lipa),"Miley Cyrus,Dua Lipa",pop,Pop,Plastic Hearts,02:49,311583953,2021,Collaboration
2Oycxb8QbPkpHTo8ZrmG0B,Prisoner (feat. Dua Lipa),"Miley Cyrus,Dua Lipa",pop,Pop,Plastic Hearts,02:49,311583953,2023,Collaboration
2PnlsTsOTLE5jnBnNe2K0A,The Emptiness Machine,Linkin Park,"nu metal, rap metal, rock, alternative metal",Metal,The Emptiness Machine,03:10,245330297,2024,Solo
2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,Outkast,"southern hip hop, hip hop",Hip Hop,Speakerboxxx/The Love Below,03:55,11752455,2017,Solo
2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,Outkast,"southern hip hop, hip hop",Hip Hop,Speakerboxxx/The Love Below,03:55,11752455,2018,Solo
2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,Outkast,"southern hip hop, hip hop",Hip Hop,Speakerboxxx/The Love Below,03:55,11752455,2019,Solo
2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,Outkast,"southern hip hop, hip hop",Hip Hop,Speakerboxxx/The Love Below,03:55,11752455,2020,Solo
2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,Outkast,"southern hip hop, hip hop",Hip Hop,Speakerboxxx/The Love Below,03:55,11752455,2021,Solo
2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,Outkast,"southern hip hop, hip hop",Hip Hop,Speakerboxxx/The Love Below,03:55,11752455,2022,Solo
2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,Outkast,"southern hip hop, hip hop",Hip Hop,Speakerboxxx/The Love Below,03:55,11752455,2023,Solo
2Q0aElTZQtEUsoiaQfizu6,PARASAIL (feat. Yung Lean & Dave Chappelle),"Travis Scott,Yung Lean,Dave Chappelle","rap, cloud rap, comedy",Hip Hop,UTOPIA,02:34,26177294,2023,Collaboration
2Q3jFbyE61mCjS3SkW4toJ,Race My Mind,Drake,"rap, hip hop",Hip Hop,Certified Lover Boy,04:29,21307080,2021,Solo
2QLbRVzixE282JSQjBz2DG,Liberdade (Quando o Grave Bate Forte),"Alok,Mc Don Juan,Dj GBR","brazilian bass, electronic, slap house, electro house, funk, funk consciente, brazilian funk, trap funk",Electronic,Liberdade (Quando o Grave Bate Forte),02:30,42157336,2021,Collaboration
2QWEMqQMJR1KDf6hDjJOs6,Arson,j-hope,"k-pop, k-rap",Pop,Jack In The Box,02:39,18891092,2022,Solo
2QZ7WLBE8h2y1Y5Fb8RYbH,In My Blood,Shawn Mendes,pop,Pop,Shawn Mendes,03:31,139278021,2018,Solo
2QZ7WLBE8h2y1Y5Fb8RYbH,In My Blood,Shawn Mendes,pop,Pop,Shawn Mendes,03:31,139278021,2019,Solo
2Qcbspnftnon37jibwyvMU,I'll Be There,Jin,k-pop,Pop,I'll Be There,03:01,54308479,2024,Solo
2QdH0rKlV3d9Y6lWzcnlBH,In the morning,ITZY,k-pop,Pop,GUESS WHO,02:52,27431208,2021,Solo
2QoOyCFpDo4NblMLP7vBRT,Is There More,Drake,"rap, hip hop",Hip Hop,Scorpion,03:46,19767044,2018,Solo
2QpGZOhTCHHiKmpSO9FW4h,Follow God,Kanye West,rap,Hip Hop,JESUS IS KING,01:44,86650523,2019,Solo
2QpxC2yag7Ec7Ut1dovXKb,Diamonds (feat. Capital Bra),"Summer Cem,Capital Bra",german hip hop,Hip Hop,Diamonds (feat. Capital Bra),03:17,10008216,2019,Collaboration
2QqJTIlGKRLJC3onkavYEz,Flex (feat. Juice WRLD),"Polo G,Juice WRLD","melodic rap, emo rap",Hip Hop,THE GOAT,02:43,70722441,2020,Collaboration
2QxekHjOYDnzNO5w8hu2D9,Empty Out Your Pockets,Juice WRLD,"melodic rap, emo rap",Hip Hop,The Party Never Ends 2.0,02:15,44205862,2024,Solo
2QyuXBcV1LJ2rq01KhreMF,ON,BTS,k-pop,Pop,MAP OF THE SOUL : 7,04:06,48160693,2020,Solo
2RAeY8dPj6KmStROfEigjV,Peak,Drake,"rap, hip hop",Hip Hop,Scorpion,03:26,20944415,2018,Solo
2RGIuYTsyyHoOCqW0krvNE,Coração Cachorro,"Avine Vinny,Matheus Fernandes","piseiro, forró, sertanejo, arrocha, sertanejo universitário, pagode",Country,Coração Cachorro,02:30,61498760,2021,Collaboration
2RGIuYTsyyHoOCqW0krvNE,Coração Cachorro,"Avine Vinny,Matheus Fernandes","piseiro, forró, sertanejo, arrocha, sertanejo universitário, pagode",Country,Coração Cachorro,02:30,61498760,2022,Collaboration
2RJAKIw6nIkgZVsAIKhmqz,In My Head,Juice WRLD,"melodic rap, emo rap",Hip Hop,In My Head,03:12,12762995,2022,Solo
2RM4jf1Xa9zPgMGRDiht8O,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj","YG,2 Chainz,Big Sean,Nicki Minaj","hyphy, rap, southern hip hop, ",Hip Hop,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",03:58,24992874,2018,Collaboration
2RVrdr062uLFxXwIxwdXPH,Te Amo,"Piso 21,Paulo Londra","reggaeton, colombian pop, pop urbano, argentine trap, trap latino",Hip Hop,Te Amo,03:21,133900665,2018,Collaboration
2Rd4eJ4KwXQQn2sMSToyUM,Moon,Kanye West,rap,Hip Hop,Donda,02:36,60568793,2021,Solo
2Rk4JlNc2TPmZe2af99d45,ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift,Brendon Urie,Panic! At The Disco",emo,Rock,Lover,03:13,87437639,2019,Collaboration
